Year	Field	gender	Count
1859	Medicine	male	1228
1859	Philosophy	female	42
1859	Philosophy	male	608
1859	Physics	female	15
1859	Physics	male	648
1859	Political science	female	69
1859	Political science	male	878
1859	Psychology	female	39
1859	Psychology	male	149
1859	Sociology	female	3
1859	Sociology	male	30
1860	Art	female	42
1860	Art	male	459
1860	Biology	female	42
1860	Biology	male	1024
1860	Business	male	35
1860	Chemistry	female	10
1860	Chemistry	male	188
1860	Computer science	female	17
1860	Computer science	male	403
1860	Economics	female	2
1860	Economics	male	41
1860	Engineering	female	5
1860	Engineering	male	121
1860	Environmental science	female	3
1860	Environmental science	male	35
1860	Geography	female	1
1860	Geography	male	29
1860	Geology	male	64
1860	History	female	17
1860	History	male	424
1860	Materials science	female	1
1860	Materials science	male	45
1860	Mathematics	female	6
1860	Mathematics	male	166
1860	Medicine	female	17
1860	Medicine	male	1240
1860	Philosophy	female	44
1860	Philosophy	male	636
1860	Physics	female	17
1860	Physics	male	672
1860	Political science	female	70
1860	Political science	male	931
1860	Psychology	female	36
1860	Psychology	male	180
1860	Sociology	female	3
1860	Sociology	male	32
1861	Art	female	42
1861	Art	male	473
1861	Biology	female	41
1861	Biology	male	999
1861	Business	male	40
1861	Chemistry	female	11
1861	Chemistry	male	175
1861	Computer science	female	15
1861	Computer science	male	381
1861	Economics	female	2
1861	Economics	male	42
1861	Engineering	female	6
1861	Engineering	male	127
1861	Environmental science	female	4
1861	Environmental science	male	29
1861	Geography	female	1
1861	Geography	male	33
1861	Geology	male	65
1861	History	female	15
1861	History	male	391
1861	Materials science	female	1
1861	Materials science	male	45
1861	Mathematics	female	6
1861	Mathematics	male	157
1861	Medicine	female	21
1861	Medicine	male	1278
1861	Philosophy	female	40
1861	Philosophy	male	635
1861	Physics	female	20
1861	Physics	male	627
1861	Political science	female	72
1861	Political science	male	858
1861	Psychology	female	37
1861	Psychology	male	180
1861	Sociology	female	3
1861	Sociology	male	30
1862	Art	female	42
1862	Art	male	461
1862	Biology	female	42
1862	Biology	male	1084
1862	Business	male	35
1862	Chemistry	female	10
1862	Chemistry	male	199
1862	Computer science	female	15
1862	Computer science	male	401
1862	Economics	female	2
1862	Economics	male	41
1862	Engineering	female	5
1862	Engineering	male	127
1862	Environmental science	female	3
1862	Environmental science	male	36
1862	Geography	female	1
1862	Geography	male	29
1862	Geology	male	70
1862	History	female	15
1862	History	male	397
1862	Materials science	female	1
1862	Materials science	male	43
1862	Mathematics	female	5
1862	Mathematics	male	172
1862	Medicine	female	20
1862	Medicine	male	1254
1862	Philosophy	female	40
1862	Philosophy	male	636
1862	Physics	female	18
1862	Physics	male	663
1862	Political science	female	81
1862	Political science	male	906
1862	Psychology	female	35
1862	Psychology	male	162
1862	Sociology	female	3
1862	Sociology	male	30
1863	Art	female	43
1863	Art	male	471
1863	Biology	female	40
1863	Biology	male	1051
1863	Business	male	32
1863	Chemistry	female	10
1863	Chemistry	male	195
1863	Computer science	female	16
1863	Computer science	male	451
1863	Economics	female	2
1863	Economics	male	42
1863	Engineering	female	5
1863	Engineering	male	126
1863	Environmental science	female	3
1863	Environmental science	male	34
1863	Geography	female	1
1863	Geography	male	30
1863	Geology	female	1
1863	Geology	male	70
1863	History	female	18
1863	History	male	427
1863	Materials science	female	1
1863	Materials science	male	44
1863	Mathematics	female	5
1863	Mathematics	male	156
1863	Medicine	female	19
1863	Medicine	male	1253
1863	Philosophy	female	41
1863	Philosophy	male	660
1863	Physics	female	17
1863	Physics	male	695
1863	Political science	female	91
1863	Political science	male	920
1863	Psychology	female	36
1863	Psychology	male	179
1863	Sociology	female	3
1863	Sociology	male	31
1864	Art	female	45
1864	Art	male	476
1864	Biology	female	41
1864	Biology	male	1026
1864	Business	male	30
1864	Chemistry	female	12
1864	Chemistry	male	191
1864	Computer science	female	16
1864	Computer science	male	420
1864	Economics	female	2
1864	Economics	male	47
1864	Engineering	female	5
1864	Engineering	male	128
1864	Environmental science	female	3
1864	Environmental science	male	37
1864	Geography	female	2
1864	Geography	male	30
1864	Geology	female	1
1864	Geology	male	66
1864	History	female	17
1864	History	male	443
1864	Materials science	female	1
1864	Materials science	male	40
1864	Mathematics	female	5
1864	Mathematics	male	166
1864	Medicine	female	17
1864	Medicine	male	1283
1864	Philosophy	female	41
1864	Philosophy	male	638
1864	Physics	female	18
1864	Physics	male	672
1864	Political science	female	77
1864	Political science	male	883
1864	Psychology	female	38
1864	Psychology	male	181
1864	Sociology	female	3
1864	Sociology	male	32
1865	Art	female	49
1865	Art	male	489
1865	Biology	female	45
1865	Biology	male	1098
1865	Business	male	32
1865	Chemistry	female	11
1865	Chemistry	male	199
1865	Computer science	female	18
1865	Computer science	male	409
1865	Economics	female	2
1865	Economics	male	46
1865	Engineering	female	6
1865	Engineering	male	138
1865	Environmental science	female	3
1865	Environmental science	male	34
1865	Geography	female	1
1865	Geography	male	33
1865	Geology	female	1
1865	Geology	male	74
1865	History	female	18
1865	History	male	440
1865	Materials science	female	1
1865	Materials science	male	42
1865	Mathematics	female	4
1865	Mathematics	male	161
1865	Medicine	female	18
1865	Medicine	male	1307
1865	Philosophy	female	45
1865	Philosophy	male	674
1865	Physics	female	19
1865	Physics	male	741
1865	Political science	female	75
1865	Political science	male	903
1865	Psychology	female	38
1865	Psychology	male	198
1865	Sociology	female	3
1865	Sociology	male	30
1866	Art	female	50
1866	Art	male	503
1866	Biology	female	41
1866	Biology	male	1152
1866	Business	male	40
1866	Chemistry	female	11
1866	Chemistry	male	203
1866	Computer science	female	19
1866	Computer science	male	435
1866	Economics	female	2
1866	Economics	male	46
1866	Engineering	female	5
1866	Engineering	male	142
1866	Environmental science	female	3
1866	Environmental science	male	37
1866	Geography	female	1
1866	Geography	male	33
1866	Geology	female	1
1866	Geology	male	84
1866	History	female	17
1866	History	male	440
1866	Materials science	female	1
1866	Materials science	male	41
1866	Mathematics	female	4
1866	Mathematics	male	196
1866	Medicine	female	18
1866	Medicine	male	1314
1866	Philosophy	female	44
1866	Philosophy	male	709
1866	Physics	female	17
1866	Physics	male	736
1866	Political science	female	81
1866	Political science	male	883
1866	Psychology	female	38
1866	Psychology	male	188
1866	Sociology	female	3
1866	Sociology	male	32
1867	Art	female	52
1867	Art	male	507
1867	Biology	female	44
1867	Biology	male	1195
1867	Business	male	40
1867	Chemistry	female	11
1867	Chemistry	male	201
1867	Computer science	female	20
1867	Computer science	male	420
1867	Economics	female	2
1867	Economics	male	47
1867	Engineering	female	5
1867	Engineering	male	136
1867	Environmental science	female	5
1867	Environmental science	male	37
1867	Geography	female	1
1867	Geography	male	35
1867	Geology	female	1
1867	Geology	male	84
1867	History	female	18
1867	History	male	435
1867	Materials science	female	1
1867	Materials science	male	42
1867	Mathematics	female	6
1867	Mathematics	male	159
1867	Medicine	female	18
1867	Medicine	male	1328
1867	Philosophy	female	45
1867	Philosophy	male	709
1867	Physics	female	18
1867	Physics	male	764
1867	Political science	female	78
1867	Political science	male	943
1867	Psychology	female	39
1867	Psychology	male	198
1867	Sociology	female	3
1867	Sociology	male	33
1868	Art	female	53
1868	Art	male	532
1868	Biology	female	47
1868	Biology	male	1254
1868	Business	male	36
1868	Chemistry	female	11
1868	Chemistry	male	203
1868	Computer science	female	22
1868	Computer science	male	421
1868	Economics	female	2
1868	Economics	male	49
1868	Engineering	female	5
1868	Engineering	male	134
1868	Environmental science	female	3
1868	Environmental science	male	46
1868	Geography	female	1
1868	Geography	male	32
1868	Geology	female	1
1868	Geology	male	83
1868	History	female	18
1868	History	male	443
1868	Materials science	female	1
1868	Materials science	male	42
1868	Mathematics	female	7
1868	Mathematics	male	168
1868	Medicine	female	19
1868	Medicine	male	1386
1868	Philosophy	female	49
1868	Philosophy	male	740
1868	Physics	female	20
1868	Physics	male	766
1868	Political science	female	78
1868	Political science	male	952
1868	Psychology	female	38
1868	Psychology	male	199
1868	Sociology	female	3
1868	Sociology	male	37
1869	Art	female	56
1869	Art	male	558
1869	Biology	female	48
1869	Biology	male	1277
1869	Business	female	1
1869	Business	male	45
1869	Chemistry	female	11
1869	Chemistry	male	226
1869	Computer science	female	19
1869	Computer science	male	448
1869	Economics	female	2
1869	Economics	male	52
1869	Engineering	female	6
1869	Engineering	male	156
1869	Environmental science	female	4
1869	Environmental science	male	49
1869	Geography	female	1
1869	Geography	male	34
1869	Geology	female	1
1869	Geology	male	93
1869	History	female	16
1869	History	male	466
1869	Materials science	female	1
1869	Materials science	male	43
1869	Mathematics	female	5
1869	Mathematics	male	181
1869	Medicine	female	22
1869	Medicine	male	1401
1869	Philosophy	female	60
1869	Philosophy	male	775
1869	Physics	female	21
1869	Physics	male	802
1869	Political science	female	89
1869	Political science	male	961
1869	Psychology	female	43
1869	Psychology	male	218
1869	Sociology	female	3
1869	Sociology	male	33
1870	Art	female	56
1870	Art	male	576
1870	Biology	female	53
1870	Biology	male	1352
1870	Business	female	1
1870	Business	male	39
1870	Chemistry	female	12
1870	Chemistry	male	258
1870	Computer science	female	20
1870	Computer science	male	450
1870	Economics	female	2
1870	Economics	male	50
1870	Engineering	female	6
1870	Engineering	male	157
1870	Environmental science	female	3
1870	Environmental science	male	51
1870	Geography	female	1
1870	Geography	male	36
1870	Geology	female	3
1870	Geology	male	95
1870	History	female	21
1870	History	male	527
1870	Materials science	female	1
1870	Materials science	male	45
1870	Mathematics	female	6
1870	Mathematics	male	186
1870	Medicine	female	22
1870	Medicine	male	1439
1870	Philosophy	female	55
1870	Philosophy	male	797
1870	Physics	female	30
1870	Physics	male	888
1870	Political science	female	77
1870	Political science	male	978
1870	Psychology	female	41
1870	Psychology	male	233
1870	Sociology	female	5
1870	Sociology	male	35
1871	Art	female	59
1871	Art	male	592
1871	Biology	female	63
1871	Biology	male	1353
1871	Business	male	42
1871	Chemistry	female	11
1871	Chemistry	male	260
1871	Computer science	female	19
1871	Computer science	male	432
1871	Economics	female	2
1871	Economics	male	60
1871	Engineering	female	8
1871	Engineering	male	159
1871	Environmental science	female	3
1871	Environmental science	male	64
1871	Geography	female	1
1871	Geography	male	33
1871	Geology	female	1
1871	Geology	male	100
1871	History	female	21
1871	History	male	483
1871	Materials science	female	1
1871	Materials science	male	43
1871	Mathematics	female	6
1871	Mathematics	male	198
1871	Medicine	female	21
1871	Medicine	male	1457
1871	Philosophy	female	53
1871	Philosophy	male	789
1871	Physics	female	30
1871	Physics	male	890
1871	Political science	female	82
1871	Political science	male	987
1871	Psychology	female	48
1871	Psychology	male	231
1871	Sociology	female	4
1871	Sociology	male	34
1872	Art	female	62
1872	Art	male	613
1872	Biology	female	56
1872	Biology	male	1432
1872	Business	male	45
1872	Chemistry	female	14
1872	Chemistry	male	266
1872	Computer science	female	21
1872	Computer science	male	476
1872	Economics	female	2
1872	Economics	male	63
1872	Engineering	female	6
1872	Engineering	male	172
1872	Environmental science	female	3
1872	Environmental science	male	49
1872	Geography	female	2
1872	Geography	male	36
1872	Geology	female	1
1872	Geology	male	109
1872	History	female	30
1872	History	male	499
1872	Materials science	female	2
1872	Materials science	male	48
1872	Mathematics	female	6
1872	Mathematics	male	192
1872	Medicine	female	23
1872	Medicine	male	1507
1872	Philosophy	female	56
1872	Philosophy	male	809
1872	Physics	female	33
1872	Physics	male	965
1872	Political science	female	83
1872	Political science	male	1041
1872	Psychology	female	50
1872	Psychology	male	236
1872	Sociology	female	4
1872	Sociology	male	33
1873	Art	female	66
1873	Art	male	644
1873	Biology	female	57
1873	Biology	male	1441
1873	Business	male	39
1873	Chemistry	female	14
1873	Chemistry	male	288
1873	Computer science	female	21
1873	Computer science	male	474
1873	Economics	female	2
1873	Economics	male	62
1873	Engineering	female	5
1873	Engineering	male	189
1873	Environmental science	female	4
1873	Environmental science	male	48
1873	Geography	female	2
1873	Geography	male	41
1873	Geology	female	1
1873	Geology	male	115
1873	History	female	30
1873	History	male	537
1873	Materials science	female	1
1873	Materials science	male	45
1873	Mathematics	female	4
1873	Mathematics	male	214
1873	Medicine	female	27
1873	Medicine	male	1529
1873	Philosophy	female	59
1873	Philosophy	male	829
1873	Physics	female	40
1873	Physics	male	1020
1873	Political science	female	89
1873	Political science	male	1010
1873	Psychology	female	49
1873	Psychology	male	247
1873	Sociology	female	4
1873	Sociology	male	34
1874	Art	female	64
1874	Art	male	651
1874	Biology	female	56
1874	Biology	male	1491
1874	Business	male	43
1874	Chemistry	female	16
1874	Chemistry	male	292
1874	Computer science	female	21
1874	Computer science	male	501
1874	Economics	female	4
1874	Economics	male	62
1874	Engineering	female	6
1874	Engineering	male	203
1874	Environmental science	female	3
1874	Environmental science	male	47
1874	Geography	female	2
1874	Geography	male	42
1874	Geology	female	1
1874	Geology	male	120
1874	History	female	30
1874	History	male	578
1874	Materials science	female	1
1874	Materials science	male	49
1874	Mathematics	female	6
1874	Mathematics	male	222
1874	Medicine	female	28
1874	Medicine	male	1563
1874	Philosophy	female	58
1874	Philosophy	male	853
1874	Physics	female	32
1874	Physics	male	1006
1874	Political science	female	89
1874	Political science	male	1058
1874	Psychology	female	49
1874	Psychology	male	255
1874	Sociology	female	4
1874	Sociology	male	38
1875	Art	female	64
1875	Art	male	691
1875	Biology	female	62
1875	Biology	male	1523
1875	Business	female	1
1875	Business	male	48
1875	Chemistry	female	16
1875	Chemistry	male	301
1875	Computer science	female	23
1875	Computer science	male	508
1875	Economics	female	3
1875	Economics	male	67
1875	Engineering	female	5
1875	Engineering	male	203
1875	Environmental science	female	3
1875	Environmental science	male	58
1875	Geography	female	2
1875	Geography	male	44
1875	Geology	female	1
1875	Geology	male	128
1875	History	female	28
1875	History	male	597
1875	Materials science	female	2
1875	Materials science	male	50
1875	Mathematics	female	5
1875	Mathematics	male	231
1875	Medicine	female	37
1875	Medicine	male	1919
1875	Philosophy	female	63
1875	Philosophy	male	907
1875	Physics	female	33
1875	Physics	male	1069
1875	Political science	female	91
1875	Political science	male	1094
1875	Psychology	female	50
1875	Psychology	male	257
1875	Sociology	female	4
1875	Sociology	male	35
1876	Art	female	64
1876	Art	male	697
1876	Biology	female	62
1876	Biology	male	1560
1876	Business	female	3
1876	Business	male	45
1876	Chemistry	female	18
1876	Chemistry	male	314
1876	Computer science	female	23
1876	Computer science	male	515
1876	Economics	female	3
1876	Economics	male	71
1876	Engineering	female	8
1876	Engineering	male	205
1876	Environmental science	female	3
1876	Environmental science	male	60
1876	Geography	female	4
1876	Geography	male	46
1876	Geology	female	1
1876	Geology	male	135
1876	History	female	29
1876	History	male	634
1876	Materials science	female	2
1876	Materials science	male	45
1876	Mathematics	female	7
1876	Mathematics	male	242
1876	Medicine	female	34
1876	Medicine	male	1724
1876	Philosophy	female	62
1876	Philosophy	male	948
1876	Physics	female	35
1876	Physics	male	1102
1876	Political science	female	88
1876	Political science	male	1110
1876	Psychology	female	45
1876	Psychology	male	274
1876	Sociology	female	4
1876	Sociology	male	37
1877	Art	female	67
1877	Art	male	727
1877	Biology	female	67
1877	Biology	male	1569
1877	Business	male	40
1877	Chemistry	female	16
1877	Chemistry	male	309
1877	Computer science	female	20
1877	Computer science	male	515
1877	Economics	female	3
1877	Economics	male	69
1877	Engineering	female	8
1877	Engineering	male	203
1877	Environmental science	female	4
1877	Environmental science	male	58
1877	Geography	female	3
1877	Geography	male	46
1877	Geology	female	2
1877	Geology	male	131
1877	History	female	33
1877	History	male	644
1877	Materials science	female	2
1877	Materials science	male	42
1877	Mathematics	female	6
1877	Mathematics	male	239
1877	Medicine	female	37
1877	Medicine	male	1920
1877	Philosophy	female	66
1877	Philosophy	male	956
1877	Physics	female	36
1877	Physics	male	1060
1877	Political science	female	94
1877	Political science	male	1122
1877	Psychology	female	46
1877	Psychology	male	287
1877	Sociology	female	4
1877	Sociology	male	35
1878	Art	female	68
1878	Art	male	730
1878	Biology	female	69
1878	Biology	male	1671
1878	Business	male	51
1878	Chemistry	female	16
1878	Chemistry	male	330
1878	Computer science	female	22
1878	Computer science	male	548
1878	Economics	female	3
1878	Economics	male	68
1878	Engineering	female	6
1878	Engineering	male	212
1878	Environmental science	female	5
1878	Environmental science	male	58
1878	Geography	female	3
1878	Geography	male	46
1878	Geology	female	1
1878	Geology	male	148
1878	History	female	34
1878	History	male	649
1878	Materials science	female	2
1878	Materials science	male	48
1878	Mathematics	female	5
1878	Mathematics	male	266
1878	Medicine	female	39
1878	Medicine	male	2022
1878	Philosophy	female	61
1878	Philosophy	male	973
1878	Physics	female	32
1878	Physics	male	1113
1878	Political science	female	100
1878	Political science	male	1138
1878	Psychology	female	49
1878	Psychology	male	269
1878	Sociology	female	4
1878	Sociology	male	39
1879	Art	female	71
1879	Art	male	778
1879	Biology	female	71
1879	Biology	male	1681
1879	Business	male	59
1879	Chemistry	female	21
1879	Chemistry	male	391
1879	Computer science	female	21
1879	Computer science	male	564
1879	Economics	female	3
1879	Economics	male	73
1879	Engineering	female	6
1879	Engineering	male	216
1879	Environmental science	female	4
1879	Environmental science	male	57
1879	Geography	female	3
1879	Geography	male	47
1879	Geology	female	1
1879	Geology	male	146
1879	History	female	36
1879	History	male	634
1879	Materials science	female	2
1879	Materials science	male	46
1879	Mathematics	female	7
1879	Mathematics	male	269
1879	Medicine	female	41
1879	Medicine	male	1868
1879	Philosophy	female	67
1879	Philosophy	male	951
1879	Physics	female	39
1879	Physics	male	1166
1879	Political science	female	97
1879	Political science	male	1154
1879	Psychology	female	49
1879	Psychology	male	291
1879	Sociology	female	4
1879	Sociology	male	45
1880	Art	female	71
1880	Art	male	832
1880	Biology	female	70
1880	Biology	male	1768
1880	Business	male	53
1880	Chemistry	female	20
1880	Chemistry	male	398
1880	Computer science	female	26
1880	Computer science	male	598
1880	Economics	female	3
1880	Economics	male	75
1880	Engineering	female	5
1880	Engineering	male	239
1880	Environmental science	female	3
1880	Environmental science	male	54
1880	Geography	female	3
1880	Geography	male	50
1880	Geology	female	2
1880	Geology	male	155
1880	History	female	40
1880	History	male	673
1880	Materials science	female	2
1880	Materials science	male	45
1880	Mathematics	female	11
1880	Mathematics	male	254
1880	Medicine	female	49
1880	Medicine	male	2398
1880	Philosophy	female	67
1880	Philosophy	male	1012
1880	Physics	female	38
1880	Physics	male	1251
1880	Political science	female	106
1880	Political science	male	1212
1880	Psychology	female	51
1880	Psychology	male	285
1880	Sociology	female	4
1880	Sociology	male	39
1881	Art	female	70
1881	Art	male	793
1881	Biology	female	72
1881	Biology	male	1789
1881	Business	female	1
1881	Business	male	47
1881	Chemistry	female	22
1881	Chemistry	male	408
1881	Computer science	female	27
1881	Computer science	male	591
1881	Economics	female	3
1881	Economics	male	72
1881	Engineering	female	6
1881	Engineering	male	249
1881	Environmental science	female	3
1881	Environmental science	male	59
1881	Geography	female	3
1881	Geography	male	49
1881	Geology	female	2
1881	Geology	male	167
1881	History	female	42
1881	History	male	672
1881	Materials science	female	2
1881	Materials science	male	49
1881	Mathematics	female	6
1881	Mathematics	male	261
1881	Medicine	female	53
1881	Medicine	male	2227
1881	Philosophy	female	73
1881	Philosophy	male	1019
1881	Physics	female	40
1881	Physics	male	1207
1881	Political science	female	97
1881	Political science	male	1185
1881	Psychology	female	52
1881	Psychology	male	286
1881	Sociology	female	4
1881	Sociology	male	44
1882	Art	female	69
1882	Art	male	824
1882	Biology	female	73
1882	Biology	male	1860
1882	Business	male	51
1882	Chemistry	female	21
1882	Chemistry	male	416
1882	Computer science	female	24
1882	Computer science	male	575
1882	Economics	female	3
1882	Economics	male	72
1882	Engineering	female	7
1882	Engineering	male	242
1882	Environmental science	female	4
1882	Environmental science	male	65
1882	Geography	female	3
1882	Geography	male	49
1882	Geology	female	4
1882	Geology	male	163
1882	History	female	42
1882	History	male	671
1882	Materials science	female	3
1882	Materials science	male	44
1882	Mathematics	female	6
1882	Mathematics	male	256
1882	Medicine	female	54
1882	Medicine	male	2135
1882	Philosophy	female	76
1882	Philosophy	male	1071
1882	Physics	female	39
1882	Physics	male	1250
1882	Political science	female	98
1882	Political science	male	1271
1882	Psychology	female	51
1882	Psychology	male	278
1882	Sociology	female	4
1882	Sociology	male	43
1883	Art	female	70
1883	Art	male	829
1883	Biology	female	79
1883	Biology	male	1976
1883	Business	male	42
1883	Chemistry	female	22
1883	Chemistry	male	443
1883	Computer science	female	26
1883	Computer science	male	585
1883	Economics	female	3
1883	Economics	male	76
1883	Engineering	female	6
1883	Engineering	male	257
1883	Environmental science	female	3
1883	Environmental science	male	69
1883	Geography	female	3
1883	Geography	male	51
1883	Geology	female	3
1883	Geology	male	160
1883	History	female	43
1883	History	male	736
1883	Materials science	female	2
1883	Materials science	male	52
1883	Mathematics	female	10
1883	Mathematics	male	282
1883	Medicine	female	55
1883	Medicine	male	2423
1883	Philosophy	female	80
1883	Philosophy	male	1099
1883	Physics	female	36
1883	Physics	male	1287
1883	Political science	female	106
1883	Political science	male	1304
1883	Psychology	female	54
1883	Psychology	male	292
1883	Sociology	female	4
1883	Sociology	male	42
1884	Art	female	73
1884	Art	male	853
1884	Biology	female	78
1884	Biology	male	2030
1884	Business	male	59
1884	Chemistry	female	21
1884	Chemistry	male	449
1884	Computer science	female	27
1884	Computer science	male	617
1884	Economics	female	3
1884	Economics	male	86
1884	Engineering	female	6
1884	Engineering	male	265
1884	Environmental science	female	3
1884	Environmental science	male	80
1884	Geography	female	4
1884	Geography	male	52
1884	Geology	female	2
1884	Geology	male	164
1884	History	female	48
1884	History	male	765
1884	Materials science	female	3
1884	Materials science	male	55
1884	Mathematics	female	8
1884	Mathematics	male	302
1884	Medicine	female	53
1884	Medicine	male	2175
1884	Philosophy	female	87
1884	Philosophy	male	1135
1884	Physics	female	46
1884	Physics	male	1312
1884	Political science	female	113
1884	Political science	male	1342
1884	Psychology	female	50
1884	Psychology	male	321
1884	Sociology	female	4
1884	Sociology	male	47
1885	Art	female	72
1885	Art	male	872
1885	Biology	female	80
1885	Biology	male	2052
1885	Business	male	46
1885	Chemistry	female	22
1885	Chemistry	male	442
1885	Computer science	female	28
1885	Computer science	male	628
1885	Economics	female	4
1885	Economics	male	81
1885	Engineering	female	8
1885	Engineering	male	279
1885	Environmental science	female	3
1885	Environmental science	male	69
1885	Geography	female	4
1885	Geography	male	56
1885	Geology	female	3
1885	Geology	male	174
1885	History	female	50
1885	History	male	754
1885	Materials science	female	2
1885	Materials science	male	55
1885	Mathematics	female	5
1885	Mathematics	male	287
1885	Medicine	female	53
1885	Medicine	male	2232
1885	Philosophy	female	89
1885	Philosophy	male	1154
1885	Physics	female	45
1885	Physics	male	1323
1885	Political science	female	111
1885	Political science	male	1376
1885	Psychology	female	61
1885	Psychology	male	326
1885	Sociology	female	4
1885	Sociology	male	48
1886	Art	female	75
1886	Art	male	867
1886	Biology	female	84
1886	Biology	male	2174
1886	Business	male	55
1886	Chemistry	female	23
1886	Chemistry	male	476
1886	Computer science	female	35
1886	Computer science	male	639
1886	Economics	female	4
1886	Economics	male	90
1886	Engineering	female	10
1886	Engineering	male	315
1886	Environmental science	female	5
1886	Environmental science	male	69
1886	Geography	female	4
1886	Geography	male	54
1886	Geology	female	3
1886	Geology	male	181
1886	History	female	50
1886	History	male	784
1886	Materials science	female	2
1886	Materials science	male	60
1886	Mathematics	female	9
1886	Mathematics	male	300
1886	Medicine	female	57
1886	Medicine	male	2278
1886	Philosophy	female	85
1886	Philosophy	male	1184
1886	Physics	female	50
1886	Physics	male	1309
1886	Political science	female	113
1886	Political science	male	1416
1886	Psychology	female	54
1886	Psychology	male	338
1886	Sociology	female	4
1886	Sociology	male	51
1887	Art	female	77
1887	Art	male	876
1887	Biology	female	96
1887	Biology	male	2221
1887	Business	female	2
1887	Business	male	54
1887	Chemistry	female	26
1887	Chemistry	male	495
1887	Computer science	female	28
1887	Computer science	male	646
1887	Economics	female	4
1887	Economics	male	92
1887	Engineering	female	9
1887	Engineering	male	287
1887	Environmental science	female	5
1887	Environmental science	male	77
1887	Geography	female	5
1887	Geography	male	59
1887	Geology	female	3
1887	Geology	male	189
1887	History	female	48
1887	History	male	845
1887	Materials science	female	2
1887	Materials science	male	62
1887	Mathematics	female	9
1887	Mathematics	male	328
1887	Medicine	female	58
1887	Medicine	male	2403
1887	Philosophy	female	85
1887	Philosophy	male	1228
1887	Physics	female	58
1887	Physics	male	1337
1887	Political science	female	121
1887	Political science	male	1481
1887	Psychology	female	58
1887	Psychology	male	341
1887	Sociology	female	5
1887	Sociology	male	52
1888	Art	female	84
1888	Art	male	915
1888	Biology	female	92
1888	Biology	male	2286
1888	Business	female	3
1888	Business	male	62
1888	Chemistry	female	24
1888	Chemistry	male	517
1888	Computer science	female	28
1888	Computer science	male	684
1888	Economics	female	5
1888	Economics	male	96
1888	Engineering	female	15
1888	Engineering	male	306
1888	Environmental science	female	3
1888	Environmental science	male	77
1888	Geography	female	4
1888	Geography	male	59
1888	Geology	female	2
1888	Geology	male	200
1888	History	female	50
1888	History	male	863
1888	Materials science	female	2
1888	Materials science	male	59
1888	Mathematics	female	7
1888	Mathematics	male	331
1888	Medicine	female	63
1888	Medicine	male	2464
1888	Philosophy	female	90
1888	Philosophy	male	1219
1888	Physics	female	51
1888	Physics	male	1409
1888	Political science	female	134
1888	Political science	male	1589
1888	Psychology	female	57
1888	Psychology	male	376
1888	Sociology	female	4
1888	Sociology	male	56
1889	Art	female	84
1889	Art	male	940
1889	Biology	female	100
1889	Biology	male	2300
1889	Business	female	3
1889	Business	male	80
1889	Chemistry	female	23
1889	Chemistry	male	530
1889	Computer science	female	35
1889	Computer science	male	735
1889	Economics	female	5
1889	Economics	male	100
1889	Engineering	female	9
1889	Engineering	male	346
1889	Environmental science	female	4
1889	Environmental science	male	63
1889	Geography	female	5
1889	Geography	male	59
1889	Geology	female	2
1889	Geology	male	215
1889	History	female	63
1889	History	male	869
1889	Materials science	female	2
1889	Materials science	male	65
1889	Mathematics	female	6
1889	Mathematics	male	343
1889	Medicine	female	58
1889	Medicine	male	2615
1889	Philosophy	female	89
1889	Philosophy	male	1335
1889	Physics	female	56
1889	Physics	male	1422
1889	Political science	female	134
1889	Political science	male	1581
1889	Psychology	female	61
1889	Psychology	male	355
1889	Sociology	female	5
1889	Sociology	male	56
1890	Art	female	84
1890	Art	male	952
1890	Biology	female	102
1890	Biology	male	2323
1890	Business	female	2
1890	Business	male	73
1890	Chemistry	female	24
1890	Chemistry	male	531
1890	Computer science	female	36
1890	Computer science	male	757
1890	Economics	female	6
1890	Economics	male	110
1890	Engineering	female	12
1890	Engineering	male	326
1890	Environmental science	female	4
1890	Environmental science	male	75
1890	Geography	female	4
1890	Geography	male	63
1890	Geology	female	3
1890	Geology	male	213
1890	History	female	74
1890	History	male	907
1890	Materials science	female	2
1890	Materials science	male	56
1890	Mathematics	female	11
1890	Mathematics	male	370
1890	Medicine	female	77
1890	Medicine	male	2672
1890	Philosophy	female	104
1890	Philosophy	male	1351
1890	Physics	female	52
1890	Physics	male	1495
1890	Political science	female	139
1890	Political science	male	1668
1890	Psychology	female	63
1890	Psychology	male	392
1890	Sociology	female	5
1890	Sociology	male	60
1891	Art	female	85
1891	Art	male	970
1891	Biology	female	122
1891	Biology	male	2418
1891	Business	female	3
1891	Business	male	77
1891	Chemistry	female	22
1891	Chemistry	male	551
1891	Computer science	female	51
1891	Computer science	male	775
1891	Economics	female	7
1891	Economics	male	121
1891	Engineering	female	13
1891	Engineering	male	340
1891	Environmental science	female	4
1891	Environmental science	male	69
1891	Geography	female	4
1891	Geography	male	61
1891	Geology	female	3
1891	Geology	male	219
1891	History	female	67
1891	History	male	912
1891	Materials science	female	2
1891	Materials science	male	61
1891	Mathematics	female	9
1891	Mathematics	male	365
1891	Medicine	female	82
1891	Medicine	male	2781
1891	Philosophy	female	109
1891	Philosophy	male	1394
1891	Physics	female	59
1891	Physics	male	1438
1891	Political science	female	154
1891	Political science	male	1753
1891	Psychology	female	62
1891	Psychology	male	426
