NewAuthorId	issn	Year	Count
9007941	1744117X	2008	1
9007941	1744117X	2010	1
9009800	1744117X	2019	1
9013993	1744117X	2011	1
9013993	1744117X	2017	1
9018920	1744117X	2011	1
9019655	1744117X	2018	2
9019655	1744117X	2019	1
9021582	1744117X	2016	1
9021582	1744117X	2017	2
9021582	1744117X	2019	2
9023726	1744117X	2012	3
9023980	1744117X	2010	1
9024491	1744117X	2018	1
9026606	1744117X	2019	1
9028424	1744117X	2019	1
9029894	1744117X	2015	1
9029894	1744117X	2019	1
9031424	1744117X	2014	1
9034098	1744117X	2011	1
9034098	1744117X	2015	1
9034950	1744117X	2016	1
9035528	1744117X	2016	1
9035528	1744117X	2019	1
9038950	1744117X	2012	1
9048392	1744117X	2017	1
9050598	1744117X	2017	1
9050691	1744117X	2017	1
9050937	1744117X	2006	1
9054674	1744117X	2018	1
9054898	1744117X	2016	1
9059352	1744117X	2019	2
9060782	1744117X	2019	1
9061114	1744117X	2008	1
9061114	1744117X	2016	1
9061582	1744117X	2018	1
9065684	1744117X	2006	1
9067276	1744117X	2006	1
9067276	1744117X	2011	1
9067276	1744117X	2012	2
9067276	1744117X	2015	1
9067276	1744117X	2016	1
9067276	1744117X	2017	1
9068945	1744117X	2008	2
9069162	1744117X	2016	1
9071442	1744117X	2016	1
9074921	1744117X	2018	1
9075958	1744117X	2007	1
9075958	1744117X	2009	1
9075958	1744117X	2010	1
9075958	1744117X	2011	1
9078094	1744117X	2016	1
9079742	1744117X	2018	1
9080867	1744117X	2009	1
9088590	1744117X	2013	1
9088604	1744117X	2017	1
9089330	1744117X	2015	1
9089330	1744117X	2018	1
9095379	1744117X	2017	1
9100236	1744117X	2012	5
9100236	1744117X	2013	1
9100236	1744117X	2015	2
9100236	1744117X	2016	2
9100236	1744117X	2018	1
9100236	1744117X	2019	2
9101005	1744117X	2015	1
9101005	1744117X	2017	1
9105929	1744117X	2007	1
9106662	1744117X	2016	1
9106968	1744117X	2012	2
9108721	1744117X	2012	1
9110008	1744117X	2018	1
9110194	1744117X	2018	2
9114530	1744117X	2016	1
9119010	1744117X	2019	1
9120593	1744117X	2010	1
9120593	1744117X	2012	3
9120593	1744117X	2013	1
9120593	1744117X	2014	2
9120593	1744117X	2015	2
9120593	1744117X	2018	6
9120593	1744117X	2019	1
9126399	1744117X	2011	1
9129675	1744117X	2018	1
9132408	1744117X	2015	1
9135650	1744117X	2011	1
9135650	1744117X	2012	1
9136133	1744117X	2014	1
9137603	1744117X	2013	1
9137603	1744117X	2014	1
9137603	1744117X	2018	1
9138953	1744117X	2008	1
9141074	1744117X	2015	1
9142331	1744117X	2016	1
9143232	1744117X	2016	1
9146112	1744117X	2009	1
9147281	1744117X	2019	1
9150035	1744117X	2014	1
9150035	1744117X	2015	1
9150035	1744117X	2018	2
9154660	1744117X	2016	1
9157541	1744117X	2017	1
9157541	1744117X	2018	1
9157541	1744117X	2019	1
9160429	1744117X	2006	1
9160429	1744117X	2011	1
9160928	1744117X	2010	1
9163401	1744117X	2018	1
9165599	1744117X	2007	1
9165599	1744117X	2011	1
9167396	1744117X	2009	1
9169783	1744117X	2012	1
9175261	1744117X	2012	2
9175261	1744117X	2013	1
9175261	1744117X	2018	1
9182509	1744117X	2018	1
9185266	1744117X	2012	1
9185266	1744117X	2016	1
9185266	1744117X	2018	2
9188538	1744117X	2006	1
9188669	1744117X	2010	1
9188669	1744117X	2011	4
9189969	1744117X	2010	1
9190596	1744117X	2009	1
9193935	1744117X	2015	1
9194966	1744117X	2006	1
9197834	1744117X	2013	1
9200020	1744117X	2011	3
9201487	1744117X	2013	1
9205168	1744117X	2011	1
9205168	1744117X	2013	1
9205611	1744117X	2017	1
9207801	1744117X	2012	1
9209489	1744117X	2011	1
9209801	1744117X	2008	3
9209801	1744117X	2010	1
9209801	1744117X	2011	2
9209801	1744117X	2013	1
9209801	1744117X	2016	1
9210916	1744117X	2018	1
9213255	1744117X	2008	3
9213992	1744117X	2018	1
9214208	1744117X	2011	2
9214208	1744117X	2014	1
9214208	1744117X	2015	2
9215343	1744117X	2011	2
9215343	1744117X	2012	2
9215582	1744117X	2013	1
9215666	1744117X	2014	2
9220466	1744117X	2010	1
9220466	1744117X	2014	1
9220466	1744117X	2018	1
9222144	1744117X	2019	1
9222494	1744117X	2019	1
9222860	1744117X	2011	1
9231472	1744117X	2014	1
9236315	1744117X	2012	1
9237082	1744117X	2018	1
9237924	1744117X	2016	1
9243200	1744117X	2011	1
9243889	1744117X	2015	1
9244189	1744117X	2016	1
9244462	1744117X	2009	1
9244462	1744117X	2017	1
9246143	1744117X	2009	1
9246711	1744117X	2012	2
9248671	1744117X	2008	1
9248671	1744117X	2010	2
9248671	1744117X	2011	4
9248671	1744117X	2012	6
9248671	1744117X	2013	10
9248671	1744117X	2014	4
9248671	1744117X	2015	7
9248671	1744117X	2016	10
9248671	1744117X	2017	13
9248671	1744117X	2018	14
9248671	1744117X	2019	16
9249541	1744117X	2019	1
9250567	1744117X	2013	1
9252730	1744117X	2016	1
9254107	1744117X	2016	1
9254409	1744117X	2006	1
9254409	1744117X	2011	1
9254409	1744117X	2012	3
9254409	1744117X	2013	1
9254409	1744117X	2016	1
9254409	1744117X	2019	2
9257618	1744117X	2009	1
9260421	1744117X	2013	1
9260653	1744117X	2013	1
9260653	1744117X	2014	1
9260653	1744117X	2019	2
9261897	1744117X	2014	1
9263462	1744117X	2011	1
9269778	1744117X	2013	1
9270739	1744117X	2015	1
9271456	1744117X	2010	1
9271456	1744117X	2011	1
9273358	1744117X	2012	1
9273532	1744117X	2019	1
9278942	1744117X	2012	1
9279796	1744117X	2011	1
9281092	1744117X	2016	2
9281092	1744117X	2017	1
9281092	1744117X	2018	1
9281092	1744117X	2019	2
9282725	1744117X	2013	2
9282725	1744117X	2019	1
9284409	1744117X	2017	1
9285583	1744117X	2007	1
9285583	1744117X	2008	1
9286047	1744117X	2017	2
9286748	1744117X	2009	1
9287253	1744117X	2015	1
9290534	1744117X	2012	1
9291306	1744117X	2010	2
9291835	1744117X	2018	1
9292477	1744117X	2018	1
9293291	1744117X	2017	1
9293656	1744117X	2008	1
9293656	1744117X	2013	1
9294290	1744117X	2019	1
9295172	1744117X	2011	2
9297288	1744117X	2019	1
9299041	1744117X	2009	1
9302236	1744117X	2009	1
9302236	1744117X	2010	1
9302236	1744117X	2014	1
9302236	1744117X	2015	1
9302236	1744117X	2018	1
9302574	1744117X	2011	1
9302582	1744117X	2016	1
9303657	1744117X	2013	2
9305343	1744117X	2017	1
9310452	1744117X	2012	1
9312703	1744117X	2018	1
9314914	1744117X	2008	3
9315133	1744117X	2018	1
9315327	1744117X	2016	1
9317263	1744117X	2011	1
9317263	1744117X	2016	2
9317263	1744117X	2019	1
9324142	1744117X	2008	1
9324142	1744117X	2010	2
9324142	1744117X	2012	3
9324142	1744117X	2013	1
9324142	1744117X	2014	2
9324142	1744117X	2015	2
9324142	1744117X	2018	3
9324142	1744117X	2019	1
9328688	1744117X	2017	1
9328949	1744117X	2019	1
9332720	1744117X	2016	1
9334403	1744117X	2016	1
9335183	1744117X	2017	1
9338843	1744117X	2013	1
9339694	1744117X	2007	1
9340699	1744117X	2012	1
9350566	1744117X	2009	1
9350566	1744117X	2011	5
9350566	1744117X	2013	1
9350566	1744117X	2016	2
9350566	1744117X	2017	1
9350863	1744117X	2016	1
9354529	1744117X	2011	1
9359344	1744117X	2009	1
9361004	1744117X	2015	2
9362910	1744117X	2007	1
9363571	1744117X	2015	1
9372321	1744117X	2017	2
9372963	1744117X	2013	1
9373040	1744117X	2017	1
9374068	1744117X	2016	1
9375636	1744117X	2006	1
9375636	1744117X	2012	1
9378698	1744117X	2013	1
9381417	1744117X	2016	1
9382883	1744117X	2008	1
9388111	1744117X	2007	1
9389785	1744117X	2014	1
9390324	1744117X	2009	1
9390324	1744117X	2010	1
9390324	1744117X	2012	1
9392137	1744117X	2014	1
9398015	1744117X	2012	5
9400648	1744117X	2017	1
9402546	1744117X	2009	1
9403783	1744117X	2018	1
9404238	1744117X	2011	1
9404290	1744117X	2017	1
9404290	1744117X	2018	1
9405912	1744117X	2016	1
9406182	1744117X	2012	4
9406182	1744117X	2014	1
9406182	1744117X	2017	1
9406764	1744117X	2011	1
9406764	1744117X	2013	2
9410165	1744117X	2018	1
9415562	1744117X	2019	1
9416694	1744117X	2019	1
9417886	1744117X	2018	2
9418540	1744117X	2007	1
9418540	1744117X	2017	1
9418748	1744117X	2016	1
9418748	1744117X	2018	1
9418975	1744117X	2017	2
9418975	1744117X	2019	1
9419923	1744117X	2019	1
9420371	1744117X	2019	1
9420944	1744117X	2011	1
9423982	1744117X	2019	1
9426812	1744117X	2018	1
9427442	1744117X	2016	1
9427505	1744117X	2009	1
9429645	1744117X	2013	1
9429645	1744117X	2016	2
9429996	1744117X	2014	1
9435588	1744117X	2017	1
9435710	1744117X	2009	1
9436812	1744117X	2019	2
9441854	1744117X	2016	1
9442238	1744117X	2016	1
9446509	1744117X	2008	1
9446509	1744117X	2016	1
9448045	1744117X	2013	1
9448060	1744117X	2017	1
9451912	1744117X	2006	1
9452057	1744117X	2018	1
9454139	1744117X	2017	1
9456282	1744117X	2011	1
9456643	1744117X	2008	1
9463940	1744117X	2008	1
9463940	1744117X	2018	2
9463958	1744117X	2019	1
9469686	1744117X	2016	1
9470059	1744117X	2012	1
9470059	1744117X	2014	1
9470059	1744117X	2015	1
9470059	1744117X	2016	2
9473253	1744117X	2010	1
9473253	1744117X	2011	9
9473253	1744117X	2015	2
9473253	1744117X	2017	3
9473253	1744117X	2019	1
9475385	1744117X	2008	1
9475714	1744117X	2014	1
9475714	1744117X	2016	1
9483010	1744117X	2019	1
9484076	1744117X	2008	1
9487111	1744117X	2014	1
9487111	1744117X	2015	2
9487111	1744117X	2017	1
9487111	1744117X	2018	2
9487780	1744117X	2007	2
9488616	1744117X	2010	1
9490456	1744117X	2009	1
9490456	1744117X	2011	1
9490456	1744117X	2018	1
9491178	1744117X	2014	1
9491178	1744117X	2016	1
9491178	1744117X	2017	1
9491265	1744117X	2014	1
9491265	1744117X	2015	1
9492698	1744117X	2010	1
9492698	1744117X	2011	1
9492698	1744117X	2012	1
9498860	1744117X	2019	1
9498971	1744117X	2016	1
9499923	1744117X	2007	1
9501418	1744117X	2013	1
9503879	1744117X	2012	2
9505607	1744117X	2014	1
9505748	1744117X	2015	1
9505748	1744117X	2017	3
9505748	1744117X	2019	2
9511441	1744117X	2017	1
9513473	1744117X	2017	1
9515947	1744117X	2019	1
9517661	1744117X	2015	1
9523210	1744117X	2007	1
9523210	1744117X	2010	1
9523210	1744117X	2012	1
9523608	1744117X	2008	2
9523608	1744117X	2009	2
9523608	1744117X	2010	1
9523608	1744117X	2011	2
9523608	1744117X	2013	1
9523608	1744117X	2019	2
9525530	1744117X	2016	1
9526322	1744117X	2017	1
9526747	1744117X	2008	1
9526747	1744117X	2016	1
9527205	1744117X	2007	4
9527205	1744117X	2011	5
9527205	1744117X	2018	1
9527205	1744117X	2019	2
9528368	1744117X	2012	1
9528368	1744117X	2013	1
9528368	1744117X	2015	1
9528368	1744117X	2017	3
9528368	1744117X	2018	2
9528368	1744117X	2019	1
9529793	1744117X	2009	1
9529793	1744117X	2011	1
9530856	1744117X	2013	1
9530856	1744117X	2014	1
9530856	1744117X	2016	1
9530856	1744117X	2019	1
9534272	1744117X	2019	1
9535838	1744117X	2012	2
9535838	1744117X	2017	1
9537075	1744117X	2014	2
9537467	1744117X	2015	1
9540876	1744117X	2007	1
9543930	1744117X	2019	1
9546003	1744117X	2008	1
9546003	1744117X	2010	2
9546003	1744117X	2012	5
9546003	1744117X	2013	1
9546003	1744117X	2014	3
9546003	1744117X	2015	3
9546003	1744117X	2016	1
9546003	1744117X	2017	2
9546003	1744117X	2018	2
9546003	1744117X	2019	1
9546328	1744117X	2017	1
9549738	1744117X	2016	1
9554527	1744117X	2010	1
9554527	1744117X	2012	5
9554527	1744117X	2013	1
9554527	1744117X	2014	2
9554527	1744117X	2015	2
9554527	1744117X	2018	6
9554527	1744117X	2019	2
9556068	1744117X	2008	1
9556535	1744117X	2013	1
9558518	1744117X	2008	2
9558684	1744117X	2006	1
9558684	1744117X	2018	2
9558684	1744117X	2019	1
9559891	1744117X	2017	7
9561652	1744117X	2017	1
9562207	1744117X	2017	1
9562820	1744117X	2007	2
9562820	1744117X	2018	1
9564618	1744117X	2014	1
9565032	1744117X	2008	1
9565032	1744117X	2009	1
9565491	1744117X	2018	1
9566774	1744117X	2011	1
9566850	1744117X	2008	1
9568437	1744117X	2011	1
9569356	1744117X	2016	1
9569356	1744117X	2018	1
9569356	1744117X	2019	1
9572868	1744117X	2013	1
9573315	1744117X	2012	1
9573707	1744117X	2017	1
9575756	1744117X	2019	1
9578945	1744117X	2012	3
9579688	1744117X	2009	1
9580812	1744117X	2009	1
9582126	1744117X	2016	1
9582126	1744117X	2019	1
9583422	1744117X	2006	1
9583569	1744117X	2008	1
9583569	1744117X	2010	1
9587737	1744117X	2011	1
9588782	1744117X	2013	1
9588999	1744117X	2012	1
9592128	1744117X	2014	1
9593847	1744117X	2019	1
9594923	1744117X	2010	1
9595844	1744117X	2007	1
9595844	1744117X	2008	2
9595844	1744117X	2012	1
9598230	1744117X	2007	2
9598230	1744117X	2018	1
9599063	1744117X	2006	1
9599658	1744117X	2019	1
9599931	1744117X	2012	1
9601257	1744117X	2015	1
9601257	1744117X	2019	1
9602586	1744117X	2019	2
9606332	1744117X	2014	1
9606332	1744117X	2016	1
9608214	1744117X	2017	1
9608214	1744117X	2018	3
9610692	1744117X	2015	1
9611209	1744117X	2017	1
9617420	1744117X	2011	1
9617420	1744117X	2017	1
9618642	1744117X	2011	1
9621346	1744117X	2006	1
9622030	1744117X	2008	1
9622030	1744117X	2013	1
9622030	1744117X	2016	4
9623367	1744117X	2010	1
9623756	1744117X	2006	1
9623756	1744117X	2007	3
9623756	1744117X	2008	1
9623756	1744117X	2010	2
9623756	1744117X	2012	2
9623756	1744117X	2013	3
9623993	1744117X	2012	1
9623993	1744117X	2013	1
9626108	1744117X	2015	1
9628358	1744117X	2007	1
9629400	1744117X	2017	1
9629543	1744117X	2016	1
9632322	1744117X	2016	1
9635238	1744117X	2013	1
9635238	1744117X	2015	1
9635238	1744117X	2017	1
9635238	1744117X	2018	1
9635238	1744117X	2019	1
9635888	1744117X	2019	1
9636095	1744117X	2008	1
9637287	1744117X	2015	1
9641371	1744117X	2014	1
9642265	1744117X	2019	1
9647251	1744117X	2012	4
9648444	1744117X	2016	1
9650423	1744117X	2012	1
9654159	1744117X	2007	2
9657082	1744117X	2019	1
9659561	1744117X	2009	1
9659561	1744117X	2010	1
9660017	1744117X	2018	1
9663186	1744117X	2010	1
9663186	1744117X	2011	1
9663186	1744117X	2012	1
9663186	1744117X	2014	2
9663186	1744117X	2015	1
9663186	1744117X	2016	3
9663186	1744117X	2017	2
9663186	1744117X	2018	3
9663186	1744117X	2019	2
9664235	1744117X	2019	1
9666407	1744117X	2017	1
9668651	1744117X	2010	1
9668651	1744117X	2016	2
9669266	1744117X	2009	2
9669266	1744117X	2016	1
9669266	1744117X	2019	2
9671731	1744117X	2019	1
9673105	1744117X	2015	1
9673216	1744117X	2008	1
9673216	1744117X	2016	1
9673216	1744117X	2018	2
9673700	1744117X	2012	1
9675535	1744117X	2011	2
9675535	1744117X	2014	3
9675535	1744117X	2016	1
9675535	1744117X	2018	2
9677814	1744117X	2010	1
9678682	1744117X	2015	1
9681266	1744117X	2018	1
9682472	1744117X	2011	1
9682472	1744117X	2017	1
9682650	1744117X	2012	1
9685189	1744117X	2010	1
9685189	1744117X	2014	2
9685189	1744117X	2015	1
9691076	1744117X	2017	2
9691076	1744117X	2018	2
9692436	1744117X	2013	1
9698041	1744117X	2017	1
9699197	1744117X	2019	1
9701767	1744117X	2015	1
9703579	1744117X	2006	1
9705115	1744117X	2010	1
9705115	1744117X	2016	1
9706170	1744117X	2011	1
9709943	1744117X	2012	1
9709943	1744117X	2018	3
9710065	1744117X	2011	1
9710192	1744117X	2012	1
9711130	1744117X	2018	1
9715590	1744117X	2009	3
9715590	1744117X	2019	1
9715921	1744117X	2007	3
9715921	1744117X	2008	1
9719342	1744117X	2013	1
9720350	1744117X	2012	2
9720350	1744117X	2013	2
9720350	1744117X	2015	2
9720350	1744117X	2016	1
9720350	1744117X	2017	3
9720350	1744117X	2018	1
9720350	1744117X	2019	4
9720464	1744117X	2014	1
9720602	1744117X	2008	2
9720602	1744117X	2012	4
9720602	1744117X	2013	1
9720602	1744117X	2014	1
9720602	1744117X	2015	3
9720602	1744117X	2016	2
9720602	1744117X	2018	4
9720602	1744117X	2019	5
9724263	1744117X	2011	1
9724263	1744117X	2019	1
9725529	1744117X	2014	1
9730544	1744117X	2011	1
9732720	1744117X	2016	1
9734363	1744117X	2018	1
9734935	1744117X	2017	1
9734986	1744117X	2013	1
9735011	1744117X	2010	1
9736119	1744117X	2009	1
9737156	1744117X	2007	1
9737156	1744117X	2011	1
9737156	1744117X	2013	1
9737156	1744117X	2019	1
9738650	1744117X	2013	1
9739839	1744117X	2018	1
9741355	1744117X	2015	1
9741355	1744117X	2016	2
9741476	1744117X	2016	1
9743822	1744117X	2009	5
9743822	1744117X	2015	2
9743822	1744117X	2017	5
9743822	1744117X	2019	4
9746384	1744117X	2012	3
9746384	1744117X	2017	1
9746384	1744117X	2018	1
9747055	1744117X	2017	1
9747796	1744117X	2007	2
9750080	1744117X	2019	1
9751884	1744117X	2006	1
9751884	1744117X	2008	3
9751884	1744117X	2010	1
9751884	1744117X	2011	1
9751884	1744117X	2016	1
9751884	1744117X	2018	1
9755301	1744117X	2018	1
9756199	1744117X	2008	1
9756199	1744117X	2019	1
9757295	1744117X	2017	1
9757514	1744117X	2012	2
9757905	1744117X	2015	1
9760280	1744117X	2015	1
9763371	1744117X	2018	1
9764459	1744117X	2007	1
9768917	1744117X	2018	1
9772763	1744117X	2018	1
9773457	1744117X	2010	1
9773919	1744117X	2018	1
9775854	1744117X	2018	2
9779049	1744117X	2009	1
9780622	1744117X	2017	1
9781868	1744117X	2011	1
9781868	1744117X	2015	2
9781868	1744117X	2018	1
9782224	1744117X	2007	1
9782224	1744117X	2008	3
9782224	1744117X	2009	1
9782224	1744117X	2010	2
9782224	1744117X	2011	2
9782224	1744117X	2015	1
9782224	1744117X	2016	1
9784051	1744117X	2006	1
9785698	1744117X	2019	1
9789512	1744117X	2016	1
9792851	1744117X	2007	1
9792851	1744117X	2009	1
9792851	1744117X	2010	1
9793157	1744117X	2007	1
9794891	1744117X	2008	1
9795602	1744117X	2016	1
9795602	1744117X	2017	1
9799226	1744117X	2010	1
9799787	1744117X	2017	1
9800489	1744117X	2009	1
9806113	1744117X	2011	1
9808965	1744117X	2016	2
9809320	1744117X	2018	1
9814744	1744117X	2018	1
9819138	1744117X	2011	1
9822289	1744117X	2006	1
9825655	1744117X	2019	1
9825690	1744117X	2010	3
9825690	1744117X	2011	1
9826678	1744117X	2019	1
9828519	1744117X	2007	1
9829114	1744117X	2016	1
9830764	1744117X	2017	1
9831529	1744117X	2017	1
9836166	1744117X	2013	1
9839652	1744117X	2009	1
9840277	1744117X	2016	1
9841870	1744117X	2007	1
9842243	1744117X	2006	1
9842408	1744117X	2014	1
9842561	1744117X	2017	1
9842979	1744117X	2019	1
9844255	1744117X	2018	1
9844862	1744117X	2013	1
9844883	1744117X	2018	1
9847334	1744117X	2015	1
9847334	1744117X	2018	2
9850059	1744117X	2009	3
9850059	1744117X	2011	1
9850307	1744117X	2018	1
9850313	1744117X	2006	1
9850313	1744117X	2018	1
9851838	1744117X	2009	1
9851838	1744117X	2011	1
9851838	1744117X	2016	1
9855152	1744117X	2008	1
9855283	1744117X	2016	1
9855427	1744117X	2016	1
9855668	1744117X	2009	1
9855668	1744117X	2012	1
9858365	1744117X	2008	2
9858365	1744117X	2009	2
9858365	1744117X	2010	1
9858365	1744117X	2012	2
9858365	1744117X	2014	1
9858731	1744117X	2013	2
9858731	1744117X	2016	1
9861006	1744117X	2017	1
9863381	1744117X	2016	1
9863865	1744117X	2010	1
9868417	1744117X	2013	3
9868714	1744117X	2016	1
9871200	1744117X	2011	1
9871619	1744117X	2007	1
9876410	1744117X	2009	1
9877267	1744117X	2013	1
9878905	1744117X	2008	2
9878905	1744117X	2018	2
9879221	1744117X	2014	2
9879221	1744117X	2015	1
9879874	1744117X	2007	1
9880275	1744117X	2017	1
9881730	1744117X	2008	1
9882276	1744117X	2008	1
9883080	1744117X	2008	1
9883080	1744117X	2009	1
9883080	1744117X	2014	1
9885415	1744117X	2011	1
9887723	1744117X	2007	3
9887723	1744117X	2009	1
9887723	1744117X	2018	1
9888738	1744117X	2013	1
9889864	1744117X	2019	1
9893900	1744117X	2007	1
9893922	1744117X	2012	3
9893922	1744117X	2014	1
9893922	1744117X	2017	1
9896235	1744117X	2011	2
9897947	1744117X	2018	2
9899714	1744117X	2014	2
9899714	1744117X	2015	3
9903054	1744117X	2017	1
9906704	1744117X	2007	1
9907115	1744117X	2013	1
9907115	1744117X	2014	2
9907115	1744117X	2016	1
9907115	1744117X	2017	1
9907115	1744117X	2018	1
9910988	1744117X	2013	1
9910988	1744117X	2018	1
9913461	1744117X	2009	1
9913461	1744117X	2017	1
9916170	1744117X	2016	2
9916170	1744117X	2017	1
9916170	1744117X	2019	2
9916476	1744117X	2011	2
9916476	1744117X	2014	2
9916476	1744117X	2016	1
9916476	1744117X	2019	1
9917307	1744117X	2009	1
9917307	1744117X	2010	1
9918875	1744117X	2013	2
9919306	1744117X	2011	1
9921718	1744117X	2017	1
9922235	1744117X	2014	1
9923947	1744117X	2009	2
9923947	1744117X	2011	1
9923947	1744117X	2016	3
9923947	1744117X	2017	1
9923947	1744117X	2018	1
9927698	1744117X	2013	1
9927698	1744117X	2017	1
9928294	1744117X	2016	1
9930973	1744117X	2013	1
9931721	1744117X	2006	1
9933857	1744117X	2007	1
9935432	1744117X	2016	1
9935551	1744117X	2019	1
9936754	1744117X	2019	1
9938127	1744117X	2009	1
9938127	1744117X	2011	1
9938127	1744117X	2018	1
9938127	1744117X	2019	1
9938292	1744117X	2019	1
9939060	1744117X	2019	1
9940666	1744117X	2006	1
9940666	1744117X	2012	1
9942612	1744117X	2019	1
9947115	1744117X	2012	1
9947631	1744117X	2006	1
9953112	1744117X	2006	1
9953112	1744117X	2011	1
9953112	1744117X	2012	7
9953112	1744117X	2013	1
9953112	1744117X	2014	1
9953112	1744117X	2015	1
9953112	1744117X	2016	1
9953112	1744117X	2017	1
9953112	1744117X	2018	2
9953112	1744117X	2019	3
9954728	1744117X	2010	1
9954728	1744117X	2011	1
9954728	1744117X	2018	2
9954928	1744117X	2019	1
9961199	1744117X	2017	1
9963509	1744117X	2017	1
9964798	1744117X	2011	1
9965170	1744117X	2006	1
9965170	1744117X	2010	1
9965170	1744117X	2011	5
9965170	1744117X	2014	6
9965170	1744117X	2015	2
9965170	1744117X	2017	1
9965170	1744117X	2018	1
9966488	1744117X	2010	1
9969054	1744117X	2012	2
9969054	1744117X	2017	1
9969054	1744117X	2019	1
9970927	1744117X	2011	1
9972524	1744117X	2012	1
9972671	1744117X	2006	1
9972671	1744117X	2011	1
9972671	1744117X	2014	1
9973991	1744117X	2007	1
9975631	1744117X	2018	1
9979031	1744117X	2018	1
9979131	1744117X	2017	1
9980725	1744117X	2016	2
9981010	1744117X	2006	2
9981010	1744117X	2009	1
9981010	1744117X	2011	1
9981010	1744117X	2012	1
9985709	1744117X	2017	1
9985709	1744117X	2018	1
9989190	1744117X	2014	1
9989190	1744117X	2016	1
9989190	1744117X	2019	1
9991167	1744117X	2018	1
9992936	1744117X	2017	3
9993988	1744117X	2011	1
9998229	1744117X	2008	2
9998229	1744117X	2009	1
9998229	1744117X	2010	2
9998229	1744117X	2011	1
9998229	1744117X	2016	2
9998229	1744117X	2019	1
10001381	1744117X	2015	1
10003342	1744117X	2010	1
10004364	1744117X	2006	2
10004909	1744117X	2018	1
10008595	1744117X	2018	1
10010308	1744117X	2007	5
10010308	1744117X	2008	1
10010308	1744117X	2009	1
10010308	1744117X	2010	3
10010308	1744117X	2011	1
10010308	1744117X	2013	2
10010308	1744117X	2014	2
10010308	1744117X	2015	1
10010308	1744117X	2016	1
10010308	1744117X	2018	1
10010308	1744117X	2019	5
10012397	1744117X	2006	1
10013353	1744117X	2012	1
10018536	1744117X	2016	1
10019919	1744117X	2018	1
10020414	1744117X	2018	1
10021314	1744117X	2016	1
10023722	1744117X	2018	2
10023798	1744117X	2008	1
10023798	1744117X	2016	2
10025908	1744117X	2011	1
10031310	1744117X	2018	1
10032065	1744117X	2012	1
10032065	1744117X	2015	1
10032065	1744117X	2017	1
10034151	1744117X	2016	1
10036709	1744117X	2017	1
10036709	1744117X	2018	1
10036728	1744117X	2012	1
10037855	1744117X	2018	1
10039617	1744117X	2010	1
10044985	1744117X	2008	1
10045989	1744117X	2009	1
10047062	1744117X	2015	1
10054836	1744117X	2014	1
10056235	1744117X	2017	1
10056810	1744117X	2009	1
10058014	1744117X	2019	4
10060813	1744117X	2014	1
10061622	1744117X	2013	1
10063390	1744117X	2014	1
10063396	1744117X	2009	1
10064210	1744117X	2013	2
10064256	1744117X	2007	1
10064256	1744117X	2010	1
10064256	1744117X	2011	1
10064256	1744117X	2012	1
10064439	1744117X	2007	2
10065407	1744117X	2006	1
10066612	1744117X	2017	1
10068536	1744117X	2007	1
10068536	1744117X	2009	1
10068583	1744117X	2016	1
10068583	1744117X	2018	1
10073267	1744117X	2016	1
10073671	1744117X	2009	2
10075974	1744117X	2012	1
10075974	1744117X	2014	1
10075974	1744117X	2015	1
10075974	1744117X	2016	1
10075974	1744117X	2017	1
10078916	1744117X	2006	3
10078916	1744117X	2007	2
10078916	1744117X	2011	1
10078916	1744117X	2016	1
10079144	1744117X	2006	1
10079144	1744117X	2017	1
10081664	1744117X	2012	1
10082545	1744117X	2011	1
10083278	1744117X	2011	1
10083278	1744117X	2018	1
10083812	1744117X	2015	1
10083812	1744117X	2017	3
10083812	1744117X	2019	1
10084297	1744117X	2006	1
10085772	1744117X	2008	1
10086201	1744117X	2009	1
10086201	1744117X	2019	3
10086749	1744117X	2018	1
10089629	1744117X	2007	1
10091237	1744117X	2019	1
10091578	1744117X	2019	1
10093134	1744117X	2016	1
10096959	1744117X	2006	1
10098128	1744117X	2009	1
10098340	1744117X	2013	1
10099765	1744117X	2008	2
10099765	1744117X	2009	5
10100486	1744117X	2016	1
10103026	1744117X	2016	1
10104567	1744117X	2006	1
10104567	1744117X	2019	1
10105040	1744117X	2009	1
10105040	1744117X	2011	1
10106135	1744117X	2006	2
10109360	1744117X	2012	1
10109424	1744117X	2016	1
10109952	1744117X	2011	1
10115407	1744117X	2013	1
10118762	1744117X	2014	1
10120969	1744117X	2018	1
10121249	1744117X	2012	1
10123040	1744117X	2016	1
10123323	1744117X	2009	1
10123856	1744117X	2011	1
10123885	1744117X	2007	1
10126797	1744117X	2018	1
10130352	1744117X	2008	3
10130352	1744117X	2009	1
10130352	1744117X	2010	2
10130352	1744117X	2011	1
10130421	1744117X	2011	1
10130421	1744117X	2012	1
10130421	1744117X	2018	2
10132104	1744117X	2012	1
10134059	1744117X	2017	1
10135354	1744117X	2019	1
10139949	1744117X	2014	2
10142522	1744117X	2018	2
10143165	1744117X	2008	1
10144534	1744117X	2008	1
10146955	1744117X	2007	1
10147824	1744117X	2012	1
10147981	1744117X	2017	1
10149063	1744117X	2018	1
10151794	1744117X	2018	1
10153770	1744117X	2015	1
10157618	1744117X	2019	1
10159289	1744117X	2018	1
10160878	1744117X	2016	1
10163098	1744117X	2009	2
10163648	1744117X	2015	1
10166654	1744117X	2010	1
