Field	Year	gender
Computer science	2004	male
Computer science	2004	male
Medicine	2004	male
Physics	2004	male
Physics	2004	male
Computer science	2004	male
Biology	2004	male
Geology	2004	male
Biology	2004	male
Computer science	2004	male
Computer science	2004	male
Chemistry	2004	male
Biology	2004	male
Business	2004	male
Biology	2004	male
Chemistry	2004	female
Economics	2004	male
Biology	2004	male
Chemistry	2004	male
Biology	2004	male
Chemistry	2004	male
Political science	2004	female
Biology	2004	male
Mathematics	2004	male
Physics	2004	male
Physics	2004	female
Biology	2004	male
Physics	2004	male
Mathematics	2004	male
Mathematics	2004	male
Physics	2004	male
Physics	2004	male
Chemistry	2004	male
Physics	2004	male
Chemistry	2004	male
Chemistry	2004	male
Economics	2004	male
Mathematics	2004	male
Chemistry	2004	male
Chemistry	2004	male
Materials science	2004	male
Materials science	2004	male
Engineering	2004	male
Economics	2004	male
Mathematics	2004	male
Geology	2004	male
Psychology	2004	female
Physics	2004	male
Engineering	2004	male
Political science	2004	male
Chemistry	2004	male
Biology	2004	female
Chemistry	2004	male
Biology	2004	male
Biology	2004	female
Biology	2004	male
Mathematics	2004	male
Mathematics	2004	male
Mathematics	2004	male
Mathematics	2004	male
Mathematics	2004	male
Geology	2004	male
Political science	2004	male
Mathematics	2004	male
Biology	2004	male
Physics	2004	male
Biology	2004	male
Geology	2004	male
Physics	2004	male
Economics	2004	male
Biology	2004	male
Physics	2004	male
Chemistry	2004	male
Mathematics	2004	male
Psychology	2004	female
Biology	2004	male
Mathematics	2004	male
Mathematics	2004	male
Mathematics	2004	male
Geology	2004	male
Physics	2004	male
Biology	2004	male
Biology	2004	male
Physics	2004	male
Computer science	2004	male
Biology	2004	female
Economics	2004	female
Physics	2004	male
Physics	2004	male
Economics	2004	male
Chemistry	2004	male
Computer science	2004	male
Mathematics	2004	male
Mathematics	2004	male
Chemistry	2004	male
Physics	2004	male
Materials science	2004	male
Biology	2004	male
Economics	2004	male
Biology	2004	male
Biology	2004	male
Mathematics	2004	male
Biology	2004	male
Physics	2004	male
Philosophy	2004	female
Engineering	2004	male
Mathematics	2004	male
Biology	2004	female
Political science	2004	male
Economics	2004	male
Chemistry	2004	male
Engineering	2004	male
Chemistry	2004	male
Medicine	2004	male
Economics	2004	male
Physics	2004	male
Economics	2004	male
Computer science	2004	male
Computer science	2004	male
Mathematics	2004	male
Engineering	2004	male
Engineering	2004	male
Engineering	2004	male
Physics	2004	male
Mathematics	2004	male
Engineering	2004	male
Biology	2004	male
Geology	2004	male
Physics	2004	male
Physics	2004	male
Geology	2004	male
Biology	2004	female
Geology	2004	male
Mathematics	2004	male
Chemistry	2004	male
Materials science	2004	male
Engineering	2004	male
Economics	2004	male
Materials science	2004	male
Geology	2004	male
Physics	2004	male
Physics	2004	male
Biology	2004	male
Physics	2004	male
Physics	2004	male
Biology	2004	male
Chemistry	2004	male
Geology	2004	male
Mathematics	2004	male
Computer science	2004	male
Computer science	2004	female
Economics	2004	male
Mathematics	2004	male
Materials science	2004	male
Physics	2004	male
Mathematics	2004	male
Physics	2004	male
Geology	2004	male
Mathematics	2004	male
Mathematics	2004	male
Physics	2004	male
Physics	2004	male
Computer science	2004	male
Biology	2004	male
Biology	2004	male
Biology	2004	male
Materials science	2004	male
Biology	2004	male
Biology	2004	male
Medicine	2004	male
Biology	2004	male
Mathematics	2004	male
Medicine	2004	female
Physics	2004	male
Economics	2004	male
Computer science	2004	male
Biology	2004	male
Engineering	2004	male
Biology	2004	male
Biology	2004	male
Physics	2004	female
Biology	2004	female
Biology	2004	male
Chemistry	2004	male
Economics	2004	male
Biology	2004	male
Materials science	2004	male
Physics	2004	male
Computer science	2004	male
Economics	2004	male
Chemistry	2004	male
Economics	2004	male
Biology	2004	male
Engineering	2004	male
Biology	2004	male
Biology	2004	male
Biology	2004	male
Physics	2004	male
Biology	2004	male
Economics	2004	male
Biology	2004	male
Chemistry	2004	male
Mathematics	2004	male
Biology	2004	male
Biology	2004	male
Mathematics	2004	female
Biology	2004	male
Biology	2004	female
Biology	2004	female
Political science	2004	female
Medicine	2004	male
Biology	2004	male
Biology	2004	male
Biology	2004	male
Biology	2004	female
Chemistry	2004	male
Geology	2004	female
Biology	2004	male
Engineering	2004	male
Biology	2004	male
Mathematics	2004	male
Political science	2004	male
Engineering	2004	male
Economics	2004	female
Chemistry	2004	male
Economics	2004	male
Materials science	2004	male
Computer science	2004	male
Physics	2004	male
Mathematics	2004	male
Mathematics	2004	male
Materials science	2004	male
Mathematics	2004	male
Mathematics	2004	male
Physics	2004	male
Computer science	2004	male
Physics	2004	male
Engineering	2004	male
Biology	2004	male
Physics	2004	male
Materials science	2004	male
Geology	2004	male
Biology	2004	male
Biology	2004	female
Biology	2004	male
Engineering	2004	male
Physics	2004	male
Physics	2004	male
Materials science	2004	male
Economics	2004	male
Economics	2004	male
Economics	2004	male
Economics	2004	male
Computer science	2004	male
Mathematics	2004	male
Mathematics	2004	male
Mathematics	2004	male
Mathematics	2004	male
Computer science	2004	male
Economics	2004	male
Engineering	2004	male
Biology	2004	male
Biology	2004	female
Economics	2004	male
Mathematics	2004	male
Computer science	2004	male
Computer science	2004	male
Physics	2004	male
Geology	2004	male
Mathematics	2004	male
Business	2004	male
Computer science	2004	male
Psychology	2004	male
Biology	2004	male
Biology	2004	male
Biology	2004	male
Biology	2004	female
Biology	2004	male
Biology	2004	male
Biology	2004	male
Chemistry	2004	male
Mathematics	2004	male
Chemistry	2004	male
Materials science	2004	male
Biology	2004	male
Geology	2004	male
Geology	2004	male
Biology	2004	female
Computer science	2004	female
Physics	2004	male
Physics	2004	male
Chemistry	2004	male
Physics	2004	male
Psychology	2004	male
Computer science	2004	male
Political science	2004	male
Engineering	2004	male
Economics	2004	male
Economics	2004	male
Computer science	2004	male
Computer science	2004	female
Political science	2004	male
Computer science	2004	male
Mathematics	2004	male
Economics	2004	male
Economics	2004	male
Chemistry	2004	male
Physics	2004	male
Biology	2004	male
Physics	2004	male
Materials science	2004	female
Physics	2004	female
Biology	2004	male
Biology	2004	male
Biology	2004	female
Computer science	2004	male
Physics	2004	female
Geology	2004	male
Biology	2004	male
Biology	2004	male
Biology	2004	male
Chemistry	2004	male
Biology	2004	male
Biology	2004	female
Physics	2004	male
Mathematics	2004	male
Mathematics	2004	male
Computer science	2004	male
Chemistry	2004	male
Biology	2004	male
Computer science	2004	female
Biology	2004	male
Biology	2004	male
Computer science	2004	male
Chemistry	2004	male
Biology	2004	male
Biology	2004	male
Biology	2004	male
Biology	2004	male
Economics	2004	male
Biology	2004	male
Computer science	2004	male
Mathematics	2004	male
Chemistry	2004	male
Physics	2004	male
Chemistry	2004	male
Economics	2004	male
Biology	2004	male
Physics	2004	male
Biology	2004	male
Mathematics	2004	male
Chemistry	2004	male
Biology	2004	male
Biology	2004	male
Chemistry	2004	male
Biology	2004	male
Geology	2004	male
Mathematics	2004	male
Chemistry	2004	male
Physics	2004	male
Computer science	2004	male
Computer science	2004	male
Mathematics	2004	male
Mathematics	2004	male
Biology	2004	male
Mathematics	2004	male
Mathematics	2004	male
Chemistry	2004	male
Economics	2004	male
Biology	2004	male
Physics	2004	male
Engineering	2004	male
Biology	2004	male
Physics	2004	male
Mathematics	2004	male
Economics	2004	male
Business	2004	male
Mathematics	2004	male
Economics	2004	male
Physics	2004	male
Materials science	2004	male
Physics	2004	male
Geology	2004	male
Biology	2004	male
Economics	2004	male
Biology	2004	male
Physics	2004	male
Mathematics	2004	male
Mathematics	2004	male
Chemistry	2004	male
Mathematics	2004	male
Engineering	2004	male
Biology	2004	male
Physics	2004	male
Mathematics	2004	female
Biology	2004	male
Physics	2004	male
Chemistry	2004	male
Mathematics	2004	male
Economics	2004	male
Psychology	2004	male
Mathematics	2004	male
Physics	2004	male
Geology	2004	male
Political science	2004	male
Biology	2004	female
Economics	2004	female
Biology	2004	male
Mathematics	2004	male
Physics	2004	male
Biology	2004	male
Biology	2004	male
Economics	2004	male
Biology	2004	male
Chemistry	2004	male
Materials science	2004	male
Physics	2004	male
Physics	2004	male
Chemistry	2004	male
Computer science	2004	male
Computer science	2004	male
Biology	2004	male
Computer science	2004	male
Biology	2004	male
Physics	2004	male
Mathematics	2004	male
Political science	2004	male
Economics	2004	male
Physics	2004	male
Mathematics	2004	male
Biology	2004	male
Economics	2004	male
Biology	2004	male
Computer science	2004	male
Computer science	2004	male
Biology	2004	male
Biology	2004	male
Biology	2004	male
Materials science	2004	male
Physics	2004	male
Biology	2004	male
Computer science	2004	male
Computer science	2004	male
Biology	2004	male
Physics	2004	male
Economics	2004	male
Mathematics	2004	male
Mathematics	2004	male
Computer science	2004	male
Biology	2004	male
Physics	2004	male
Physics	2004	male
Physics	2004	male
Mathematics	2004	male
Physics	2004	male
Biology	2004	male
Biology	2004	male
Computer science	2004	male
Mathematics	2004	male
Biology	2004	male
Computer science	2004	male
Physics	2004	male
Computer science	2004	male
Economics	2004	male
Physics	2004	male
Physics	2004	male
Materials science	2004	male
Geology	2004	male
Mathematics	2004	male
Materials science	2004	male
Geology	2004	male
Mathematics	2004	male
Mathematics	2004	male
Mathematics	2004	male
Biology	2004	male
Economics	2004	male
Mathematics	2004	male
Biology	2004	female
Biology	2004	male
Medicine	2004	male
Medicine	2004	male
Physics	2004	male
Economics	2004	male
Physics	2004	male
Biology	2004	male
Medicine	2004	male
Mathematics	2004	male
Mathematics	2004	male
Political science	2004	male
Economics	2004	male
Mathematics	2004	male
Biology	2004	male
Economics	2004	male
Medicine	2004	female
Physics	2004	male
Mathematics	2004	male
Psychology	2004	male
Biology	2004	male
Computer science	2004	male
Physics	2004	male
Biology	2004	male
Biology	2004	male
Economics	2004	male
Biology	2004	male
Mathematics	2004	male
Economics	2004	male
Political science	2004	male
Biology	2004	male
Computer science	2004	male
Biology	2004	male
Chemistry	2004	male
Economics	2004	male
Biology	2004	male
Physics	2004	male
Psychology	2004	male
Physics	2004	male
Computer science	2004	male
Mathematics	2004	male
Engineering	2004	male
Mathematics	2004	male
Biology	2004	male
Geology	2004	male
Psychology	2004	female
Economics	2004	male
Geology	2004	female
Medicine	2004	female
Economics	2004	male
Mathematics	2004	male
Engineering	2004	male
Business	2004	female
Biology	2004	male
Biology	2004	female
Engineering	2004	male
Medicine	2004	male
Economics	2004	male
Physics	2004	male
Physics	2004	male
Chemistry	2004	male
Physics	2004	male
Engineering	2004	male
Physics	2004	male
Political science	2004	male
Computer science	2004	male
Computer science	2004	male
Computer science	2004	male
Mathematics	2004	male
Mathematics	2004	male
Physics	2004	male
Psychology	2004	male
Computer science	2004	male
Biology	2004	male
Computer science	2004	male
Computer science	2004	male
Physics	2004	male
Medicine	2004	male
Chemistry	2004	male
Biology	2004	male
Chemistry	2004	male
Physics	2004	male
Chemistry	2004	male
Mathematics	2004	male
Chemistry	2004	male
Psychology	2004	female
Biology	2004	male
Political science	2004	male
Biology	2004	male
Chemistry	2004	male
Business	2004	female
Biology	2004	male
Physics	2004	male
Psychology	2004	male
Economics	2004	male
Chemistry	2004	male
Chemistry	2004	male
Computer science	2004	male
Economics	2004	male
Computer science	2004	male
Biology	2004	male
Biology	2004	male
Biology	2004	male
Biology	2004	male
Medicine	2004	male
Biology	2004	male
Computer science	2004	male
Computer science	2004	male
Economics	2004	male
Computer science	2004	male
Computer science	2004	male
Mathematics	2004	male
Medicine	2004	female
Mathematics	2004	male
Economics	2004	male
Biology	2004	male
Economics	2004	male
Computer science	2004	male
Computer science	2004	male
Economics	2004	female
Economics	2004	male
Computer science	2004	male
Engineering	2004	male
Economics	2004	male
Physics	2004	male
Biology	2004	female
Mathematics	2004	male
Chemistry	2004	male
Biology	2004	male
Chemistry	2004	male
Physics	2004	male
Physics	2004	male
Geology	2004	male
Physics	2004	male
Materials science	2004	male
Medicine	2004	male
Biology	2004	male
Medicine	2004	male
Economics	2004	female
Chemistry	2004	male
Chemistry	2004	male
Medicine	2004	male
Physics	2004	male
Business	2004	male
Biology	2004	male
Mathematics	2004	male
Biology	2004	female
Medicine	2004	female
Medicine	2004	male
Biology	2004	male
Mathematics	2004	male
Chemistry	2004	male
Physics	2004	male
Engineering	2004	male
Medicine	2004	female
Medicine	2004	female
Mathematics	2004	female
Chemistry	2004	male
Biology	2004	male
Political science	2004	male
Medicine	2004	male
Medicine	2004	male
Business	2004	male
Chemistry	2004	male
Mathematics	2004	male
Biology	2004	male
Physics	2004	male
Biology	2004	male
Economics	2004	male
Biology	2004	male
Economics	2004	male
Medicine	2004	female
Psychology	2004	male
Geology	2004	male
Physics	2004	male
Materials science	2004	male
Biology	2004	male
Engineering	2004	male
Mathematics	2004	male
Biology	2004	male
Mathematics	2004	male
Biology	2004	male
Computer science	2004	male
Business	2004	male
Materials science	2004	male
Physics	2004	female
Economics	2004	male
Mathematics	2004	male
Mathematics	2004	male
Mathematics	2004	male
Physics	2004	male
Computer science	2004	female
Computer science	2004	male
Economics	2004	male
Geology	2004	male
Biology	2004	male
Biology	2004	male
Economics	2004	female
Computer science	2004	male
Geology	2004	male
Biology	2004	male
Mathematics	2004	male
Economics	2004	male
Economics	2004	female
Biology	2004	male
Chemistry	2004	male
Physics	2004	male
Physics	2004	male
Biology	2004	male
Biology	2004	female
Physics	2004	male
Biology	2004	female
Economics	2004	male
Chemistry	2004	male
Medicine	2004	male
Physics	2004	male
Mathematics	2004	male
Biology	2004	female
Biology	2004	male
Biology	2004	male
Medicine	2004	male
Physics	2004	male
Geology	2004	male
Mathematics	2004	male
Mathematics	2004	male
Economics	2004	male
Computer science	2004	male
Biology	2004	male
Chemistry	2004	male
Computer science	2004	male
Medicine	2004	male
Psychology	2004	female
Biology	2004	male
Engineering	2004	male
Mathematics	2004	male
Biology	2004	male
Economics	2005	male
Economics	2005	female
Economics	2005	male
Psychology	2005	male
Biology	2005	female
Engineering	2005	male
Political science	2005	male
Computer science	2005	male
Mathematics	2005	male
Mathematics	2005	male
Computer science	2005	female
Economics	2005	male
Computer science	2005	male
Materials science	2005	male
Economics	2005	male
Economics	2005	male
Mathematics	2005	male
Physics	2005	male
Business	2005	male
Economics	2005	male
Economics	2005	female
Computer science	2005	male
Computer science	2005	male
Mathematics	2005	male
Biology	2005	male
Economics	2005	male
Psychology	2005	male
Mathematics	2005	male
Economics	2005	male
Economics	2005	male
Biology	2005	male
Mathematics	2005	male
Political science	2005	female
Political science	2005	male
Economics	2005	female
Economics	2005	female
Biology	2005	male
Engineering	2005	male
Economics	2005	male
Economics	2005	male
Economics	2005	male
Mathematics	2005	male
Economics	2005	male
Mathematics	2005	male
Biology	2005	male
Economics	2005	male
Chemistry	2005	male
Mathematics	2005	male
Political science	2005	male
Mathematics	2005	male
Economics	2005	male
Mathematics	2005	female
Computer science	2005	female
Psychology	2005	male
Economics	2005	male
Psychology	2005	male
Psychology	2005	male
Business	2005	male
Biology	2005	male
Mathematics	2005	male
Computer science	2005	female
Economics	2005	male
Economics	2005	male
Computer science	2005	male
Computer science	2005	male
Economics	2005	male
Economics	2005	male
Mathematics	2005	male
Political science	2005	male
Economics	2005	male
Computer science	2005	male
Economics	2005	male
Political science	2005	male
Computer science	2005	male
Philosophy	2005	female
Medicine	2005	male
Economics	2005	male
Mathematics	2005	male
Materials science	2005	male
Economics	2005	male
Mathematics	2005	male
Psychology	2005	male
Economics	2005	male
Biology	2005	male
Computer science	2005	female
Mathematics	2005	male
Mathematics	2005	male
Biology	2005	male
Computer science	2005	male
Engineering	2005	male
Biology	2005	male
Economics	2005	male
Mathematics	2005	male
Psychology	2005	male
Psychology	2005	male
Computer science	2005	male
Economics	2005	male
Biology	2005	male
Biology	2005	male
Biology	2005	male
Political science	2005	male
Economics	2005	male
Economics	2005	male
Computer science	2005	male
Psychology	2005	female
Economics	2005	male
Mathematics	2005	male
Geology	2005	male
Chemistry	2005	female
Political science	2005	male
Computer science	2005	male
Geology	2005	male
Economics	2005	male
Political science	2005	male
Computer science	2005	male
Economics	2005	male
Biology	2005	male
Psychology	2005	female
Biology	2005	male
Philosophy	2005	male
Geology	2005	male
Computer science	2005	male
Economics	2005	female
Psychology	2005	male
Psychology	2005	female
Economics	2005	male
Economics	2005	male
Medicine	2005	male
Computer science	2005	male
Economics	2005	male
Computer science	2005	male
Mathematics	2005	male
Computer science	2005	male
Economics	2005	male
Economics	2005	male
Computer science	2005	male
Economics	2005	male
Medicine	2005	male
Computer science	2005	male
Physics	2005	male
Chemistry	2005	male
Political science	2005	male
Medicine	2005	male
Mathematics	2005	male
Computer science	2005	male
Biology	2005	male
Biology	2005	male
Biology	2005	male
Biology	2005	female
Economics	2005	male
Economics	2005	male
Computer science	2005	male
Economics	2005	male
Economics	2005	male
Medicine	2005	male
Psychology	2005	female
Political science	2005	male
Economics	2005	male
Economics	2005	male
Computer science	2005	male
Economics	2005	male
Economics	2005	male
Business	2005	male
Chemistry	2005	female
Computer science	2005	female
Economics	2005	male
Biology	2005	male
Business	2005	male
Biology	2005	male
Biology	2005	male
Biology	2005	female
Economics	2005	male
Computer science	2005	male
Economics	2005	male
Economics	2005	male
Computer science	2005	male
Computer science	2005	male
Biology	2005	male
Economics	2005	male
Business	2005	male
Biology	2005	male
Economics	2005	male
Economics	2005	male
Economics	2005	male
Biology	2005	female
Biology	2005	male
Computer science	2005	female
Mathematics	2005	male
Business	2005	male
Economics	2005	male
Economics	2005	male
Economics	2005	male
Computer science	2005	male
Psychology	2005	male
Economics	2005	male
Economics	2005	male
Computer science	2005	male
Physics	2005	male
Business	2005	male
Medicine	2005	male
Medicine	2005	female
Economics	2005	male
Computer science	2005	male
Economics	2005	female
Economics	2005	male
Biology	2005	male
Psychology	2005	male
Biology	2005	female
Medicine	2005	female
Mathematics	2005	male
Economics	2005	male
Economics	2005	female
Economics	2005	male
Computer science	2005	male
Biology	2005	male
Economics	2005	male
Business	2005	male
Political science	2005	male
Geology	2005	male
Biology	2005	female
Medicine	2005	male
Computer science	2005	male
Political science	2005	male
Economics	2005	male
Economics	2005	female
Mathematics	2005	female
Computer science	2005	male
Economics	2005	male
Medicine	2005	male
Economics	2005	male
Economics	2005	male
Biology	2005	male
Computer science	2005	male
Economics	2005	male
Computer science	2005	male
Economics	2005	female
Economics	2005	male
Philosophy	2005	male
Medicine	2005	male
Economics	2005	male
Biology	2005	male
Computer science	2005	male
Biology	2005	male
Computer science	2005	male
Physics	2005	male
Economics	2005	male
Computer science	2005	male
Computer science	2005	male
Economics	2005	female
Economics	2005	male
Political science	2005	male
Computer science	2005	male
Economics	2005	male
Economics	2005	male
Mathematics	2005	male
Economics	2005	male
Economics	2005	male
Mathematics	2005	male
Mathematics	2005	male
Computer science	2005	male
Mathematics	2005	male
Mathematics	2005	male
Physics	2005	male
Economics	2005	male
Political science	2005	male
Philosophy	2005	male
Economics	2005	male
Economics	2005	male
Economics	2005	male
Computer science	2005	male
Computer science	2005	male
Business	2005	male
Mathematics	2005	male
Computer science	2005	male
Economics	2005	male
Biology	2005	male
Political science	2005	male
Medicine	2005	male
Mathematics	2005	male
Biology	2005	male
Business	2005	male
Medicine	2005	male
Economics	2005	male
Economics	2005	male
Economics	2005	male
Computer science	2005	male
Economics	2005	male
Biology	2005	male
Mathematics	2005	female
Biology	2005	female
Economics	2005	female
Economics	2005	female
Psychology	2005	male
Physics	2005	male
Physics	2005	male
Biology	2005	female
Computer science	2005	male
Economics	2005	male
Medicine	2005	male
Economics	2005	male
Economics	2005	male
Biology	2005	male
Mathematics	2005	male
Biology	2005	male
Engineering	2005	male
Physics	2005	male
Mathematics	2005	male
Computer science	2005	male
Mathematics	2005	male
Physics	2005	male
Biology	2005	male
Biology	2005	male
Biology	2005	male
Mathematics	2005	male
Computer science	2005	male
Economics	2005	male
Philosophy	2005	female
Chemistry	2005	male
Economics	2005	male
Chemistry	2005	male
Economics	2005	male
Economics	2005	male
Economics	2005	male
Economics	2005	male
Biology	2005	female
Biology	2005	male
Economics	2005	female
Engineering	2005	male
Mathematics	2005	male
Economics	2005	male
Economics	2005	male
Economics	2005	male
Business	2005	male
Biology	2005	male
Economics	2005	male
Economics	2005	male
Mathematics	2005	male
Computer science	2005	male
Political science	2005	male
Economics	2005	male
Physics	2005	male
Medicine	2005	female
Computer science	2005	male
Chemistry	2005	male
Economics	2005	female
Philosophy	2005	male
Economics	2005	male
Medicine	2005	male
Economics	2005	male
Economics	2005	male
Chemistry	2005	male
Mathematics	2005	male
Economics	2005	male
Biology	2005	male
Economics	2005	male
Political science	2005	male
Medicine	2005	male
Chemistry	2005	male
Medicine	2005	female
Biology	2005	male
Economics	2005	male
Medicine	2005	female
Physics	2005	male
Computer science	2005	female
Economics	2005	male
Economics	2005	male
Psychology	2005	male
Biology	2005	male
Physics	2005	male
Business	2005	male
Business	2005	male
Computer science	2005	male
Chemistry	2005	male
Political science	2005	male
Political science	2005	male
Biology	2005	male
Biology	2005	male
Economics	2005	male
Biology	2005	male
Medicine	2005	male
Physics	2005	female
Physics	2005	male
Mathematics	2005	male
Chemistry	2005	male
Economics	2005	male
Business	2005	male
Physics	2005	male
Engineering	2005	male
Economics	2005	male
Business	2005	male
Economics	2005	female
Economics	2005	male
Economics	2005	male
Business	2005	male
Political science	2005	female
Philosophy	2005	male
Physics	2005	male
Physics	2005	male
Computer science	2005	male
Chemistry	2005	female
Biology	2005	male
Economics	2005	male
Medicine	2005	male
Chemistry	2005	male
Mathematics	2005	male
Economics	2005	male
Computer science	2005	female
Biology	2005	male
Geology	2005	male
Medicine	2005	male
Mathematics	2005	male
Biology	2005	male
Economics	2005	male
Economics	2005	male
Economics	2005	male
Biology	2005	female
Political science	2005	male
Business	2005	male
Mathematics	2005	male
Economics	2005	male
Biology	2005	male
Geology	2005	male
Mathematics	2005	female
Biology	2005	male
Biology	2005	male
Mathematics	2005	female
Materials science	2005	male
Medicine	2005	male
Chemistry	2005	male
Economics	2005	male
Biology	2005	male
Business	2005	male
Economics	2005	male
Biology	2005	male
Biology	2005	female
Biology	2005	male
Mathematics	2005	male
Mathematics	2005	male
Biology	2005	female
Psychology	2005	male
Business	2005	male
Chemistry	2005	male
Mathematics	2005	male
Computer science	2005	male
Economics	2005	male
Computer science	2005	male
Business	2005	male
Economics	2005	male
Business	2005	male
Computer science	2005	male
Computer science	2005	male
Computer science	2005	male
Engineering	2005	male
Biology	2005	female
Biology	2005	male
Economics	2005	male
Biology	2005	male
Business	2005	male
Biology	2005	female
Mathematics	2005	male
Computer science	2005	male
Biology	2005	male
Biology	2005	male
Medicine	2005	male
Economics	2005	male
Engineering	2005	male
Economics	2005	male
Computer science	2005	male
Economics	2005	male
Computer science	2005	female
Economics	2005	male
Psychology	2005	male
Biology	2005	female
Economics	2005	male
Materials science	2005	male
Business	2005	male
Psychology	2005	male
Medicine	2005	male
Biology	2005	male
Mathematics	2005	male
Mathematics	2005	male
Computer science	2005	male
Economics	2005	male
Economics	2005	male
Biology	2005	male
Computer science	2005	male
Mathematics	2005	male
Mathematics	2005	male
Computer science	2005	male
Computer science	2005	male
Political science	2005	female
Physics	2005	female
Physics	2005	male
Physics	2005	male
Economics	2005	male
Computer science	2005	male
Geology	2005	male
Computer science	2005	male
Geology	2005	female
Economics	2005	male
Biology	2005	female
Mathematics	2005	male
Philosophy	2005	male
Biology	2005	male
Biology	2005	female
Medicine	2005	female
Mathematics	2005	male
Mathematics	2005	male
Economics	2005	male
Economics	2005	male
Computer science	2005	male
Business	2005	female
Biology	2005	male
Medicine	2005	male
Economics	2005	male
Economics	2005	male
Medicine	2005	female
Chemistry	2005	male
Computer science	2005	male
Biology	2005	female
Biology	2005	male
Physics	2005	male
Economics	2005	female
Economics	2005	male
Biology	2005	male
Political science	2005	male
Political science	2005	male
Computer science	2005	male
Economics	2005	male
Economics	2005	male
Mathematics	2005	male
Economics	2005	male
Medicine	2005	male
Biology	2005	male
Biology	2005	female
Biology	2005	male
Mathematics	2005	male
Engineering	2005	male
Mathematics	2005	male
Chemistry	2005	male
Economics	2005	male
Psychology	2005	male
Biology	2005	male
Computer science	2005	male
Economics	2005	male
Computer science	2005	male
Computer science	2005	male
Physics	2005	male
Economics	2005	male
Engineering	2005	male
Business	2005	male
Computer science	2005	female
Psychology	2005	male
Medicine	2005	male
Medicine	2005	male
Mathematics	2005	male
Computer science	2005	male
Medicine	2005	male
Physics	2005	male
Economics	2005	male
Economics	2005	male
Biology	2005	male
Economics	2005	female
Computer science	2005	male
Chemistry	2005	male
Chemistry	2005	male
Mathematics	2005	male
Computer science	2005	male
Mathematics	2005	male
Economics	2005	male
Economics	2005	male
Business	2005	male
Economics	2005	male
Biology	2005	male
Biology	2005	male
Computer science	2005	male
Psychology	2005	male
Chemistry	2005	male
Mathematics	2005	male
Mathematics	2005	male
Geology	2005	male
Economics	2005	male
Engineering	2005	male
Economics	2005	male
Biology	2005	male
Psychology	2005	male
Economics	2005	male
Economics	2005	male
Computer science	2005	male
Materials science	2005	male
Physics	2005	female
Computer science	2005	male
Mathematics	2005	male
Mathematics	2005	male
Biology	2005	female
Mathematics	2005	male
Biology	2005	male
Economics	2005	male
Physics	2005	male
Computer science	2005	male
Computer science	2005	male
Psychology	2005	male
Chemistry	2005	male
Economics	2005	male
Biology	2005	male
Mathematics	2005	female
Economics	2005	male
Biology	2005	female
Economics	2005	male
Economics	2005	male
Chemistry	2005	male
Chemistry	2005	male
Computer science	2005	male
Computer science	2005	male
Physics	2005	male
Psychology	2005	male
Economics	2005	male
Computer science	2005	male
Economics	2005	male
Political science	2005	female
Mathematics	2005	male
Chemistry	2005	female
Biology	2005	male
Mathematics	2005	male
Psychology	2005	female
Biology	2005	female
Economics	2005	male
Biology	2005	male
Biology	2005	male
Mathematics	2005	male
Mathematics	2005	male
Chemistry	2005	female
Mathematics	2005	male
Physics	2005	male
Physics	2005	male
Economics	2005	female
Economics	2005	male
Biology	2005	male
Economics	2005	male
Business	2005	male
Psychology	2005	female
Materials science	2005	male
Political science	2005	male
Medicine	2005	female
Economics	2005	male
Computer science	2005	male
Economics	2005	male
Economics	2005	male
Mathematics	2005	male
Economics	2005	male
Biology	2005	male
Physics	2005	male
Geology	2005	male
Computer science	2005	male
Economics	2005	male
Economics	2005	female
Mathematics	2005	male
Economics	2005	male
Economics	2005	male
Economics	2005	male
Computer science	2005	male
Geology	2005	male
Mathematics	2005	male
Economics	2005	male
Biology	2005	male
Computer science	2005	male
Economics	2005	male
Business	2005	male
Geology	2005	male
Mathematics	2005	male
Mathematics	2005	male
Biology	2005	male
Economics	2005	male
Biology	2005	male
Computer science	2005	male
Chemistry	2005	male
Economics	2005	male
Medicine	2005	male
Economics	2005	male
Biology	2005	male
Economics	2005	male
Biology	2005	female
Business	2005	male
Biology	2005	female
Economics	2005	female
Computer science	2005	male
Mathematics	2005	male
Mathematics	2005	male
Computer science	2005	male
Business	2005	male
Economics	2005	male
Computer science	2005	male
Physics	2005	male
Psychology	2005	male
Physics	2005	male
Mathematics	2005	male
Computer science	2005	male
Economics	2005	male
Computer science	2005	male
Biology	2005	male
Computer science	2005	male
Economics	2005	male
Economics	2005	male
Mathematics	2005	male
Mathematics	2005	male
Psychology	2005	male
Business	2005	female
Biology	2005	male
Business	2005	male
Biology	2005	male
Economics	2005	male
Economics	2005	female
Mathematics	2005	male
Medicine	2005	male
Mathematics	2005	male
Computer science	2005	male
Computer science	2005	male
Economics	2005	male
Computer science	2005	male
Computer science	2005	male
Philosophy	2005	male
Biology	2005	male
Economics	2005	male
Sociology	2005	female
Computer science	2005	male
Economics	2005	male
Mathematics	2005	male
Economics	2005	male
Mathematics	2005	male
Economics	2005	female
Computer science	2005	male
Economics	2005	male
Computer science	2005	male
Computer science	2005	female
Economics	2005	male
Biology	2005	male
Biology	2005	female
Biology	2005	male
Medicine	2005	male
Computer science	2005	male
Economics	2005	male
Computer science	2005	male
Biology	2005	male
Psychology	2005	male
