Field	Year	gender
Biology	1997	male
Geology	1997	male
Economics	1997	male
Engineering	1997	male
Computer science	1997	male
Medicine	1997	male
Psychology	1997	male
Physics	1997	male
Physics	1997	male
Political science	1997	male
Physics	1997	male
Biology	1997	male
Biology	1997	male
Computer science	1997	male
Biology	1997	male
Biology	1997	male
Biology	1997	male
Medicine	1997	male
Materials science	1997	male
Psychology	1997	male
Computer science	1997	male
Economics	1997	male
Biology	1997	male
Biology	1997	male
Biology	1997	male
Economics	1997	male
Physics	1997	male
Biology	1997	male
Economics	1997	male
Computer science	1997	male
Chemistry	1997	male
Biology	1997	male
Political science	1997	male
Physics	1997	male
Chemistry	1997	male
Biology	1997	male
Biology	1997	male
Medicine	1997	male
Mathematics	1997	male
Chemistry	1997	male
Medicine	1997	male
Biology	1997	male
Computer science	1997	male
Biology	1997	male
Chemistry	1997	male
Biology	1997	female
Chemistry	1997	male
Mathematics	1997	male
Business	1997	male
Biology	1997	male
Economics	1997	male
Biology	1997	male
Biology	1997	male
Mathematics	1997	male
Chemistry	1997	male
Biology	1997	female
Chemistry	1997	male
Physics	1997	male
Chemistry	1997	male
Medicine	1997	female
Medicine	1997	male
Physics	1997	male
Physics	1997	male
Economics	1997	male
Physics	1997	male
Engineering	1997	male
Chemistry	1997	male
Biology	1997	male
Physics	1997	male
Computer science	1997	male
Biology	1997	female
Biology	1997	female
Biology	1997	female
Mathematics	1997	male
Computer science	1997	male
Engineering	1997	male
Computer science	1997	male
Computer science	1997	male
Chemistry	1997	male
Medicine	1997	male
Biology	1997	male
Medicine	1997	male
Engineering	1997	male
Computer science	1997	male
Computer science	1997	male
Economics	1997	male
Economics	1997	male
Medicine	1997	male
Engineering	1997	male
Chemistry	1997	male
Computer science	1997	male
Biology	1997	male
Political science	1998	male
Medicine	1998	male
Medicine	1998	male
Computer science	1998	male
Political science	1998	male
Computer science	1998	male
Medicine	1998	female
Biology	1998	male
Computer science	1998	male
Engineering	1998	male
Engineering	1998	male
Economics	1998	male
Computer science	1998	male
Medicine	1998	male
Mathematics	1998	male
Economics	1998	male
Political science	1998	male
Economics	1998	male
Chemistry	1998	male
Mathematics	1998	male
Mathematics	1998	male
Mathematics	1998	male
Computer science	1998	male
Biology	1998	male
Geology	1998	male
Computer science	1998	male
Economics	1998	male
Computer science	1998	male
Medicine	1998	male
Biology	1998	male
Psychology	1998	male
Physics	1998	male
Political science	1998	male
Medicine	1998	female
Computer science	1998	male
Biology	1998	male
Biology	1998	male
Medicine	1998	male
Medicine	1998	male
Materials science	1998	male
Computer science	1998	male
Biology	1998	male
Biology	1998	male
Economics	1998	male
Physics	1998	male
Biology	1998	male
Economics	1998	male
Computer science	1998	male
Chemistry	1998	male
Political science	1998	male
Physics	1998	male
Biology	1998	male
Medicine	1998	male
Mathematics	1998	male
Medicine	1998	male
Medicine	1998	male
Computer science	1998	male
Biology	1998	male
Chemistry	1998	male
Mathematics	1998	male
Business	1998	male
Economics	1998	male
Biology	1998	male
Mathematics	1998	male
Chemistry	1998	male
Physics	1998	male
Chemistry	1998	male
Medicine	1998	male
Mathematics	1998	male
Physics	1998	male
Economics	1998	male
Economics	1998	male
Biology	1998	male
Physics	1998	male
Computer science	1998	male
Biology	1998	female
Biology	1998	female
Mathematics	1998	male
Computer science	1998	male
Engineering	1998	male
Computer science	1998	male
Computer science	1998	male
Medicine	1998	male
Biology	1998	male
Medicine	1998	male
Engineering	1998	male
Computer science	1998	male
Computer science	1998	male
Physics	1998	male
Medicine	1998	male
Computer science	1998	male
Biology	1998	male
Political science	1999	male
Computer science	1999	male
Medicine	1999	male
Medicine	1999	male
Computer science	1999	male
Political science	1999	male
Medicine	1999	female
Biology	1999	male
Engineering	1999	male
Engineering	1999	male
Economics	1999	male
Computer science	1999	male
Mathematics	1999	male
Sociology	1999	male
Chemistry	1999	male
Mathematics	1999	male
Mathematics	1999	male
Mathematics	1999	male
Computer science	1999	male
Biology	1999	male
Geology	1999	male
Computer science	1999	male
Economics	1999	male
Medicine	1999	male
Psychology	1999	male
Physics	1999	male
Medicine	1999	female
Biology	1999	male
Medicine	1999	male
Medicine	1999	male
Materials science	1999	male
Computer science	1999	male
Biology	1999	male
Biology	1999	male
Economics	1999	male
Physics	1999	male
Biology	1999	male
Economics	1999	male
Computer science	1999	male
Chemistry	1999	male
Biology	1999	male
Biology	1999	male
Medicine	1999	male
Computer science	1999	male
Medicine	1999	male
Biology	1999	male
Medicine	1999	male
Business	1999	male
Economics	1999	male
Biology	1999	male
Physics	1999	male
Medicine	1999	male
Mathematics	1999	male
Economics	1999	male
Biology	1999	male
Physics	1999	male
Political science	1999	male
Computer science	1999	male
Biology	1999	female
Biology	1999	female
Mathematics	1999	male
Computer science	1999	male
Computer science	1999	male
Computer science	1999	male
Medicine	1999	male
Biology	1999	male
Medicine	1999	male
Medicine	1999	male
Computer science	1999	male
Biology	1999	male
Political science	2000	male
Computer science	2000	male
Medicine	2000	male
Medicine	2000	male
Computer science	2000	male
Political science	2000	male
Medicine	2000	female
Biology	2000	male
Engineering	2000	male
Engineering	2000	male
Economics	2000	male
Computer science	2000	male
Sociology	2000	male
Chemistry	2000	male
Mathematics	2000	male
Mathematics	2000	male
Biology	2000	male
Geology	2000	male
Computer science	2000	male
Economics	2000	male
Medicine	2000	male
Physics	2000	male
Medicine	2000	female
Biology	2000	male
Medicine	2000	male
Materials science	2000	male
Computer science	2000	male
Biology	2000	male
Biology	2000	male
Economics	2000	male
Physics	2000	male
Psychology	2000	male
Biology	2000	male
Economics	2000	male
Computer science	2000	male
Chemistry	2000	male
Biology	2000	male
Medicine	2000	male
Computer science	2000	male
Medicine	2000	male
Biology	2000	male
Medicine	2000	male
Business	2000	male
Economics	2000	male
Biology	2000	male
Physics	2000	male
Medicine	2000	male
Mathematics	2000	male
Economics	2000	male
Biology	2000	male
Physics	2000	male
Political science	2000	male
Computer science	2000	male
Biology	2000	female
Biology	2000	female
Computer science	2000	male
Computer science	2000	male
Computer science	2000	male
Medicine	2000	male
Biology	2000	male
Medicine	2000	male
Medicine	2000	male
Computer science	2000	male
Biology	2000	male
Political science	2001	male
Computer science	2001	male
Medicine	2001	male
Medicine	2001	male
Computer science	2001	male
Political science	2001	male
Medicine	2001	female
Biology	2001	male
Engineering	2001	male
Engineering	2001	male
Economics	2001	male
Computer science	2001	male
Sociology	2001	male
Mathematics	2001	male
Mathematics	2001	male
Biology	2001	male
Geology	2001	male
Computer science	2001	male
Economics	2001	male
Medicine	2001	male
Biology	2001	female
Physics	2001	male
Psychology	2001	male
Biology	2001	male
Materials science	2001	male
Computer science	2001	male
Biology	2001	male
Biology	2001	male
Economics	2001	male
Physics	2001	male
Psychology	2001	male
Biology	2001	male
Economics	2001	male
Computer science	2001	male
Chemistry	2001	male
Biology	2001	male
Computer science	2001	male
Biology	2001	male
Medicine	2001	male
Business	2001	male
Economics	2001	male
Biology	2001	male
Mathematics	2001	male
Economics	2001	male
Biology	2001	male
Physics	2001	male
Computer science	2001	male
Biology	2001	female
Biology	2001	female
Computer science	2001	male
Computer science	2001	male
Computer science	2001	male
Medicine	2001	male
Medicine	2001	male
Medicine	2001	male
Computer science	2001	male
Biology	2001	male
Political science	2002	male
Computer science	2002	male
Medicine	2002	male
Medicine	2002	male
Computer science	2002	male
Political science	2002	male
Medicine	2002	female
Medicine	2002	male
Biology	2002	male
Engineering	2002	male
Engineering	2002	male
Economics	2002	male
Computer science	2002	male
Sociology	2002	male
Mathematics	2002	male
Mathematics	2002	male
Biology	2002	male
Geology	2002	male
Computer science	2002	male
Economics	2002	male
Medicine	2002	male
Physics	2002	male
Psychology	2002	male
Biology	2002	male
Materials science	2002	male
Computer science	2002	male
Biology	2002	male
Biology	2002	male
Economics	2002	male
Physics	2002	male
Psychology	2002	male
Biology	2002	male
Economics	2002	male
Computer science	2002	male
Chemistry	2002	male
Biology	2002	male
Computer science	2002	male
Biology	2002	male
Medicine	2002	male
Business	2002	male
Economics	2002	male
Biology	2002	male
Mathematics	2002	male
Economics	2002	male
Engineering	2002	male
Mathematics	2002	male
Biology	2002	male
Physics	2002	male
Computer science	2002	male
Biology	2002	female
Biology	2002	female
Computer science	2002	male
Computer science	2002	male
Computer science	2002	male
Medicine	2002	male
Medicine	2002	male
Mathematics	2002	male
Medicine	2002	male
Computer science	2002	male
Biology	2002	male
Political science	2003	male
Computer science	2003	male
Medicine	2003	male
Medicine	2003	male
Computer science	2003	male
Political science	2003	male
Medicine	2003	female
Biology	2003	male
Engineering	2003	male
Engineering	2003	male
Economics	2003	male
Computer science	2003	male
Sociology	2003	male
Mathematics	2003	male
Mathematics	2003	male
Biology	2003	male
Geology	2003	male
Computer science	2003	male
Economics	2003	male
Medicine	2003	male
Physics	2003	male
Biology	2003	male
Materials science	2003	male
Computer science	2003	male
Biology	2003	male
Biology	2003	male
Economics	2003	male
Physics	2003	male
Psychology	2003	male
Biology	2003	male
Economics	2003	male
Computer science	2003	male
Chemistry	2003	male
Biology	2003	male
Computer science	2003	male
Biology	2003	male
Medicine	2003	male
Business	2003	male
Economics	2003	male
Biology	2003	male
Mathematics	2003	male
Mathematics	2003	male
Economics	2003	male
Engineering	2003	male
Mathematics	2003	male
Biology	2003	male
Physics	2003	male
Computer science	2003	male
Biology	2003	female
Biology	2003	female
Computer science	2003	male
Computer science	2003	male
Computer science	2003	male
Medicine	2003	male
Medicine	2003	male
Mathematics	2003	male
Medicine	2003	male
Computer science	2003	male
Biology	2003	male
Political science	2004	male
Computer science	2004	male
Medicine	2004	male
Computer science	2004	male
Medicine	2004	male
Computer science	2004	male
Political science	2004	male
Political science	2004	male
Medicine	2004	female
Biology	2004	male
Engineering	2004	male
Engineering	2004	male
Economics	2004	male
Computer science	2004	male
Economics	2004	male
Biology	2004	male
Sociology	2004	male
Medicine	2004	male
Mathematics	2004	male
Mathematics	2004	male
Biology	2004	male
Geology	2004	male
Computer science	2004	male
Economics	2004	male
Medicine	2004	male
Biology	2004	male
Physics	2004	male
Biology	2004	male
Biology	2004	female
Engineering	2004	male
Materials science	2004	male
Computer science	2004	male
Biology	2004	male
Economics	2004	male
Biology	2004	male
Economics	2004	male
Economics	2004	male
Physics	2004	male
Biology	2004	male
Psychology	2004	male
Biology	2004	male
Economics	2004	male
Computer science	2004	male
Chemistry	2004	male
Biology	2004	male
Biology	2004	male
Mathematics	2004	male
Biology	2004	male
Computer science	2004	male
Biology	2004	male
Medicine	2004	male
Business	2004	male
Economics	2004	male
Biology	2004	female
Biology	2004	male
Mathematics	2004	male
Biology	2004	male
Mathematics	2004	male
Political science	2004	female
Biology	2004	male
Economics	2004	male
Engineering	2004	male
Biology	2004	male
Computer science	2004	male
Mathematics	2004	male
Biology	2004	male
Physics	2004	male
Computer science	2004	male
Geology	2004	male
Computer science	2004	male
Biology	2004	female
Biology	2004	female
Biology	2004	female
Computer science	2004	male
Computer science	2004	male
Computer science	2004	male
Biology	2004	male
Medicine	2004	male
Medicine	2004	male
Mathematics	2004	male
Computer science	2004	female
Medicine	2004	male
Medicine	2004	male
Computer science	2004	male
Computer science	2004	male
Biology	2004	male
Political science	2005	male
Computer science	2005	male
Medicine	2005	male
Computer science	2005	male
Medicine	2005	male
Computer science	2005	male
Computer science	2005	male
Economics	2005	male
Mathematics	2005	male
Political science	2005	male
Political science	2005	male
Medicine	2005	female
Mathematics	2005	male
Biology	2005	male
Engineering	2005	male
Geology	2005	male
Mathematics	2005	male
Engineering	2005	male
Economics	2005	male
Computer science	2005	male
Physics	2005	male
Medicine	2005	male
Sociology	2005	male
Medicine	2005	male
Medicine	2005	male
Mathematics	2005	male
Mathematics	2005	male
Economics	2005	male
Biology	2005	male
Chemistry	2005	male
Geology	2005	male
Computer science	2005	male
Political science	2005	male
Economics	2005	male
Medicine	2005	male
Biology	2005	male
Physics	2005	male
Mathematics	2005	male
Biology	2005	male
Economics	2005	male
Biology	2005	female
Engineering	2005	male
Materials science	2005	male
Computer science	2005	male
Biology	2005	male
Economics	2005	male
Biology	2005	male
Economics	2005	male
Economics	2005	male
Physics	2005	male
Medicine	2005	male
Biology	2005	male
Psychology	2005	male
Biology	2005	male
Mathematics	2005	male
Medicine	2005	male
Economics	2005	male
Computer science	2005	male
Chemistry	2005	male
Biology	2005	male
Chemistry	2005	female
Biology	2005	male
Biology	2005	male
Computer science	2005	male
Mathematics	2005	male
Biology	2005	male
Computer science	2005	male
Biology	2005	male
Biology	2005	male
Medicine	2005	male
Economics	2005	male
Business	2005	male
Medicine	2005	male
Economics	2005	male
Biology	2005	female
Biology	2005	male
Mathematics	2005	male
Economics	2005	male
Biology	2005	male
Mathematics	2005	male
Political science	2005	female
Mathematics	2005	male
Biology	2005	male
Economics	2005	male
Engineering	2005	male
Biology	2005	male
Mathematics	2005	male
Biology	2005	male
Economics	2005	male
Computer science	2005	male
Mathematics	2005	male
Biology	2005	male
Physics	2005	male
Medicine	2005	female
Mathematics	2005	female
Biology	2005	male
Geology	2005	male
Biology	2005	male
Computer science	2005	male
Engineering	2005	male
Biology	2005	female
Biology	2005	female
Biology	2005	male
Biology	2005	female
Biology	2005	female
Chemistry	2005	male
Biology	2005	female
Computer science	2005	male
Computer science	2005	male
Computer science	2005	male
Mathematics	2005	male
Mathematics	2005	male
Biology	2005	male
Medicine	2005	male
Mathematics	2005	male
Medicine	2005	male
Physics	2005	male
Mathematics	2005	male
Computer science	2005	female
Biology	2005	female
Medicine	2005	male
Medicine	2005	male
Mathematics	2005	male
Computer science	2005	male
Biology	2005	male
Computer science	2005	male
Biology	2005	male
Political science	2006	male
Computer science	2006	male
Psychology	2006	male
Mathematics	2006	male
Biology	2006	female
Computer science	2006	male
Medicine	2006	male
Computer science	2006	male
Computer science	2006	male
Medicine	2006	male
Computer science	2006	male
Medicine	2006	male
Economics	2006	male
Political science	2006	male
Medicine	2006	male
Political science	2006	male
Medicine	2006	female
Economics	2006	male
Mathematics	2006	male
Biology	2006	male
Engineering	2006	male
Geology	2006	male
Mathematics	2006	male
Medicine	2006	female
Engineering	2006	male
Economics	2006	male
Medicine	2006	male
Computer science	2006	male
Psychology	2006	female
Physics	2006	male
Medicine	2006	male
Psychology	2006	female
Sociology	2006	male
Medicine	2006	male
Medicine	2006	male
Political science	2006	male
Mathematics	2006	male
Mathematics	2006	male
Psychology	2006	male
Economics	2006	male
Biology	2006	male
Chemistry	2006	male
Medicine	2006	male
Geology	2006	male
Computer science	2006	male
Political science	2006	male
Economics	2006	male
Psychology	2006	female
Economics	2006	female
Economics	2006	male
Medicine	2006	female
Medicine	2006	male
Biology	2006	male
Chemistry	2006	male
Physics	2006	male
Mathematics	2006	male
Biology	2006	male
Psychology	2006	male
Economics	2006	male
Biology	2006	female
Engineering	2006	male
Psychology	2006	male
Materials science	2006	male
Computer science	2006	male
Biology	2006	male
Economics	2006	male
Biology	2006	male
Economics	2006	male
Economics	2006	male
Physics	2006	male
Biology	2006	male
Psychology	2006	male
Biology	2006	male
Medicine	2006	male
Economics	2006	male
Computer science	2006	male
Chemistry	2006	male
Medicine	2006	male
Biology	2006	male
Medicine	2006	male
Biology	2006	female
Chemistry	2006	female
Biology	2006	male
Medicine	2006	male
Biology	2006	male
Computer science	2006	male
Mathematics	2006	male
Biology	2006	male
Computer science	2006	male
Biology	2006	male
Biology	2006	male
Psychology	2006	male
Medicine	2006	male
Economics	2006	male
Business	2006	male
Physics	2006	male
Medicine	2006	male
Medicine	2006	male
Economics	2006	male
Biology	2006	female
Biology	2006	male
Biology	2006	male
Physics	2006	male
Mathematics	2006	male
Economics	2006	male
Biology	2006	male
Mathematics	2006	male
Psychology	2006	female
Political science	2006	female
Economics	2006	male
Physics	2006	male
Biology	2006	female
Engineering	2006	male
Biology	2006	male
Mathematics	2006	male
Biology	2006	male
Biology	2006	male
Economics	2006	male
Computer science	2006	male
Mathematics	2006	male
Biology	2006	male
Physics	2006	male
Medicine	2006	female
Biology	2006	male
Biology	2006	female
Psychology	2006	male
Geology	2006	male
Biology	2006	male
Computer science	2006	male
Engineering	2006	male
Biology	2006	female
Biology	2006	male
Biology	2006	female
Medicine	2006	male
Biology	2006	male
Biology	2006	male
Biology	2006	female
Biology	2006	female
Chemistry	2006	male
Biology	2006	female
Computer science	2006	male
Computer science	2006	male
Physics	2006	male
Medicine	2006	male
Medicine	2006	male
Medicine	2006	male
Mathematics	2006	male
Medicine	2006	male
Chemistry	2006	male
Psychology	2006	male
Computer science	2006	female
Biology	2006	male
Biology	2006	female
Medicine	2006	male
Medicine	2006	male
Computer science	2006	male
Biology	2006	male
Computer science	2006	male
Psychology	2006	female
Biology	2006	male
Political science	2007	male
Psychology	2007	male
Economics	2007	male
Computer science	2007	male
Psychology	2007	female
Mathematics	2007	male
Biology	2007	female
Computer science	2007	male
Computer science	2007	male
Computer science	2007	male
Economics	2007	male
Medicine	2007	male
Medicine	2007	male
Computer science	2007	male
Mathematics	2007	female
Biology	2007	male
Medicine	2007	male
Economics	2007	male
Biology	2007	male
Political science	2007	male
Political science	2007	male
Medicine	2007	female
Psychology	2007	male
Mathematics	2007	male
Biology	2007	male
Engineering	2007	male
Geology	2007	male
Mathematics	2007	male
Engineering	2007	male
Medicine	2007	female
Engineering	2007	male
Economics	2007	male
Medicine	2007	male
Biology	2007	female
Physics	2007	male
Computer science	2007	male
Psychology	2007	female
Medicine	2007	female
Physics	2007	male
Medicine	2007	male
Psychology	2007	female
Geology	2007	male
Sociology	2007	male
Medicine	2007	male
Computer science	2007	male
Medicine	2007	male
Political science	2007	male
Mathematics	2007	male
Mathematics	2007	male
Mathematics	2007	male
Psychology	2007	male
Medicine	2007	male
Economics	2007	male
Biology	2007	male
Chemistry	2007	male
Medicine	2007	male
Geology	2007	male
Computer science	2007	male
Political science	2007	male
Economics	2007	male
Psychology	2007	female
Economics	2007	female
Economics	2007	male
Economics	2007	male
Biology	2007	male
Medicine	2007	female
Medicine	2007	male
Biology	2007	male
Medicine	2007	male
Chemistry	2007	male
Computer science	2007	male
Physics	2007	male
Mathematics	2007	male
Biology	2007	male
Psychology	2007	male
Economics	2007	male
Mathematics	2007	male
Engineering	2007	male
Psychology	2007	male
Materials science	2007	male
Computer science	2007	male
Biology	2007	male
Economics	2007	male
Biology	2007	male
Economics	2007	male
Economics	2007	male
Physics	2007	male
Biology	2007	male
Psychology	2007	male
Medicine	2007	male
Economics	2007	male
Computer science	2007	male
Chemistry	2007	male
Medicine	2007	male
Biology	2007	male
Medicine	2007	male
Biology	2007	female
Chemistry	2007	female
Biology	2007	male
Medicine	2007	male
Medicine	2007	male
Biology	2007	male
Biology	2007	male
Computer science	2007	male
Mathematics	2007	male
Biology	2007	male
Computer science	2007	male
Economics	2007	male
Biology	2007	male
Biology	2007	male
Psychology	2007	male
Medicine	2007	male
Economics	2007	male
Business	2007	male
Medicine	2007	male
Medicine	2007	male
Medicine	2007	male
Economics	2007	male
Biology	2007	female
Biology	2007	male
Biology	2007	male
Physics	2007	male
Mathematics	2007	male
Biology	2007	female
Economics	2007	male
Biology	2007	male
Psychology	2007	female
Political science	2007	female
Economics	2007	male
Biology	2007	female
Engineering	2007	male
Economics	2007	male
Computer science	2007	male
Biology	2007	male
Mathematics	2007	male
Biology	2007	male
Biology	2007	male
Economics	2007	male
Computer science	2007	male
Mathematics	2007	male
Biology	2007	male
Physics	2007	male
Physics	2007	male
Computer science	2007	male
Computer science	2007	male
Medicine	2007	female
Medicine	2007	male
Biology	2007	male
Biology	2007	female
Psychology	2007	male
Geology	2007	male
Biology	2007	male
Computer science	2007	male
Computer science	2007	male
Biology	2007	male
Medicine	2007	male
Biology	2007	male
Biology	2007	male
Biology	2007	female
Biology	2007	female
Chemistry	2007	male
Biology	2007	female
Psychology	2007	male
Computer science	2007	male
Computer science	2007	male
Physics	2007	male
Biology	2007	male
Medicine	2007	male
Medicine	2007	male
Mathematics	2007	male
Medicine	2007	male
Physics	2007	male
Chemistry	2007	male
Psychology	2007	male
Computer science	2007	female
Biology	2007	male
Medicine	2007	male
Biology	2007	female
Medicine	2007	male
Medicine	2007	male
Computer science	2007	male
Biology	2007	male
Computer science	2007	male
Physics	2007	male
Psychology	2007	female
Biology	2007	male
Political science	2008	male
Psychology	2008	male
Economics	2008	male
Computer science	2008	male
Psychology	2008	female
Mathematics	2008	male
Biology	2008	female
Computer science	2008	male
Computer science	2008	male
Computer science	2008	male
Economics	2008	male
Medicine	2008	male
Medicine	2008	male
Computer science	2008	male
Biology	2008	male
Medicine	2008	male
Economics	2008	male
Biology	2008	male
Business	2008	female
Engineering	2008	male
Political science	2008	male
Medicine	2008	male
Political science	2008	male
Medicine	2008	female
Psychology	2008	male
Mathematics	2008	male
Biology	2008	male
Political science	2008	female
Engineering	2008	male
Computer science	2008	male
Geology	2008	male
Mathematics	2008	male
Economics	2008	male
Medicine	2008	male
Medicine	2008	male
Engineering	2008	male
Medicine	2008	female
Engineering	2008	male
Economics	2008	male
Medicine	2008	male
Biology	2008	female
Mathematics	2008	male
Physics	2008	male
Computer science	2008	male
Business	2008	female
Medicine	2008	female
Physics	2008	male
Medicine	2008	male
Psychology	2008	female
Geology	2008	male
Sociology	2008	male
Engineering	2008	male
Medicine	2008	male
Computer science	2008	male
Medicine	2008	male
Political science	2008	male
Mathematics	2008	male
Psychology	2008	male
Medicine	2008	male
Economics	2008	male
Political science	2008	female
Biology	2008	male
Chemistry	2008	male
Medicine	2008	male
Geology	2008	male
Computer science	2008	male
Economics	2008	male
Psychology	2008	female
Economics	2008	male
Economics	2008	male
Mathematics	2008	male
Biology	2008	male
Medicine	2008	male
Political science	2008	male
Medicine	2008	female
Medicine	2008	male
Medicine	2008	male
Chemistry	2008	male
Computer science	2008	male
Mathematics	2008	male
Medicine	2008	male
Biology	2008	male
Medicine	2008	male
Biology	2008	male
Psychology	2008	male
Economics	2008	male
Mathematics	2008	male
Psychology	2008	male
Materials science	2008	male
Biology	2008	male
Medicine	2008	male
Computer science	2008	male
Biology	2008	male
Economics	2008	male
Biology	2008	male
Economics	2008	male
Economics	2008	male
Physics	2008	male
Biology	2008	male
Psychology	2008	male
Medicine	2008	male
Medicine	2008	male
Economics	2008	male
Computer science	2008	male
Chemistry	2008	male
Medicine	2008	male
Biology	2008	female
Biology	2008	male
Medicine	2008	male
Biology	2008	female
Chemistry	2008	female
Biology	2008	male
Medicine	2008	male
Biology	2008	male
Biology	2008	male
Computer science	2008	male
Mathematics	2008	male
Biology	2008	male
Computer science	2008	male
Economics	2008	male
Biology	2008	male
Biology	2008	male
Psychology	2008	male
Medicine	2008	male
Economics	2008	male
Business	2008	male
Medicine	2008	male
Medicine	2008	male
Economics	2008	male
Biology	2008	female
Biology	2008	male
Biology	2008	male
Biology	2008	male
Physics	2008	male
Mathematics	2008	male
Biology	2008	female
Economics	2008	male
Biology	2008	male
Psychology	2008	female
Political science	2008	female
Economics	2008	male
Biology	2008	female
Engineering	2008	male
Economics	2008	male
Computer science	2008	male
Mathematics	2008	male
Biology	2008	male
Biology	2008	male
Economics	2008	male
Computer science	2008	male
Biology	2008	male
Physics	2008	male
Physics	2008	male
Computer science	2008	male
Computer science	2008	male
Medicine	2008	female
Medicine	2008	male
Economics	2008	female
Mathematics	2008	male
Biology	2008	male
Psychology	2008	male
Geology	2008	male
Biology	2008	male
Computer science	2008	male
Computer science	2008	male
Computer science	2008	male
Biology	2008	male
Medicine	2008	male
Biology	2008	male
Biology	2008	male
Biology	2008	female
Biology	2008	female
Chemistry	2008	male
Biology	2008	female
Psychology	2008	male
Computer science	2008	male
Computer science	2008	male
Physics	2008	male
Biology	2008	male
Medicine	2008	male
Medicine	2008	male
Business	2008	male
Medicine	2008	male
Physics	2008	male
Chemistry	2008	male
Psychology	2008	male
Computer science	2008	female
Biology	2008	male
Economics	2008	male
Medicine	2008	male
Biology	2008	female
Medicine	2008	male
Chemistry	2008	male
Medicine	2008	male
Computer science	2008	male
Medicine	2008	male
Medicine	2008	female
Biology	2008	male
Computer science	2008	male
Physics	2008	male
Psychology	2008	female
Biology	2008	male
Political science	2009	male
Psychology	2009	male
Economics	2009	male
Computer science	2009	male
Computer science	2009	male
Biology	2009	male
Psychology	2009	female
Mathematics	2009	male
Computer science	2009	male
Computer science	2009	male
Psychology	2009	male
Computer science	2009	male
Economics	2009	male
Biology	2009	male
Medicine	2009	male
Medicine	2009	male
Biology	2009	female
Biology	2009	female
Computer science	2009	male
Biology	2009	male
Medicine	2009	male
Medicine	2009	male
Economics	2009	male
Biology	2009	male
Business	2009	female
Engineering	2009	male
Political science	2009	male
Psychology	2009	male
Biology	2009	male
Medicine	2009	male
Medicine	2009	female
Political science	2009	male
Medicine	2009	female
Biology	2009	male
Psychology	2009	male
Mathematics	2009	male
Biology	2009	male
Political science	2009	female
Engineering	2009	male
Computer science	2009	male
Medicine	2009	female
Geology	2009	male
Mathematics	2009	male
Economics	2009	male
Medicine	2009	male
Medicine	2009	male
Engineering	2009	male
Engineering	2009	male
Economics	2009	male
Medicine	2009	male
Biology	2009	male
Biology	2009	female
Chemistry	2009	female
Mathematics	2009	male
Economics	2009	male
Computer science	2009	male
Business	2009	female
Medicine	2009	female
Computer science	2009	male
Physics	2009	male
Medicine	2009	male
Psychology	2009	female
Geology	2009	male
Medicine	2009	male
Mathematics	2009	male
Medicine	2009	male
Biology	2009	female
Mathematics	2009	male
Computer science	2009	male
Medicine	2009	male
Political science	2009	male
Mathematics	2009	male
Geology	2009	male
Psychology	2009	female
Psychology	2009	male
Medicine	2009	male
Economics	2009	male
Political science	2009	female
Medicine	2009	male
Biology	2009	male
Chemistry	2009	male
Geology	2009	male
Computer science	2009	male
Economics	2009	male
Psychology	2009	female
Economics	2009	male
Mathematics	2009	male
Economics	2009	male
Mathematics	2009	male
Medicine	2009	male
Political science	2009	male
Medicine	2009	female
Medicine	2009	male
Economics	2009	male
Chemistry	2009	male
Computer science	2009	male
Mathematics	2009	male
Computer science	2009	male
Biology	2009	male
Medicine	2009	male
Medicine	2009	male
Biology	2009	male
Psychology	2009	male
Economics	2009	male
Mathematics	2009	male
Biology	2009	female
Medicine	2009	male
Psychology	2009	male
Physics	2009	male
Materials science	2009	male
Biology	2009	male
Biology	2009	male
Medicine	2009	male
Computer science	2009	male
Biology	2009	male
Economics	2009	male
Biology	2009	male
Economics	2009	male
Mathematics	2009	male
Physics	2009	male
Biology	2009	male
Psychology	2009	male
Medicine	2009	male
Medicine	2009	male
Economics	2009	male
Computer science	2009	male
Chemistry	2009	male
Biology	2009	male
Medicine	2009	male
Biology	2009	female
Biology	2009	male
Medicine	2009	male
Chemistry	2009	female
Biology	2009	female
Chemistry	2009	female
Biology	2009	male
Biology	2009	male
Biology	2009	male
Computer science	2009	male
Computer science	2009	male
Mathematics	2009	male
Biology	2009	male
Computer science	2009	male
Economics	2009	male
Medicine	2009	male
Biology	2009	female
Biology	2009	male
Biology	2009	male
Psychology	2009	male
Medicine	2009	male
Economics	2009	male
Business	2009	male
Medicine	2009	male
Medicine	2009	male
Economics	2009	male
Biology	2009	female
Biology	2009	male
Biology	2009	male
Biology	2009	male
Biology	2009	male
Materials science	2009	female
Physics	2009	male
Biology	2009	female
Economics	2009	male
Biology	2009	male
Physics	2009	male
Psychology	2009	female
Political science	2009	female
Economics	2009	male
Biology	2009	female
Engineering	2009	male
Computer science	2009	male
Mathematics	2009	male
Biology	2009	male
Biology	2009	male
Economics	2009	male
Computer science	2009	male
Biology	2009	male
Physics	2009	male
Physics	2009	male
Computer science	2009	male
Medicine	2009	male
Computer science	2009	male
Medicine	2009	female
Medicine	2009	male
Economics	2009	female
Mathematics	2009	male
Biology	2009	female
Biology	2009	male
Psychology	2009	male
Geology	2009	male
Computer science	2009	male
Chemistry	2009	female
Computer science	2009	male
Computer science	2009	male
Biology	2009	male
