	affiliation	affiliationMag	if_same
2704	national sun yat-sen university, kaohsiung, taiwan, roc doi10.1016/s0378-7206(14)00067-6 e of canada	sun yat sen university	1.0
2705	national sun yat-sen university, kaohsiung, taiwan, roc doi10.1016/s0378-7206(14)00014-7 ge of canada	sun yat sen university	1.0
2706	national sun yat-sen university guangzhou china l.yaobin huazhong university of science and technology wuhan, hubei china b. yen university of hong kong	sun yat sen university	1.0
2707	(state university of new york downstate medical center, ny, usa	suny downstate medical center	1.0
2708	university of swansea, swansea, england michael l. woodruff, east tennessee state university, johnson city, tn ian s. zagon, m. s. hershey medical center, hershey, pa	swansea university	1.0
2709	n.-e.wiberg university of newcastle upon a. kaveh university of wales, swansea, chalmers university of tyne. newcastle upon tyne, iran university of science and uk	swansea university	1.0
2710	berlin university of technology, germany	technical university of berlin	1.0
2711	department of food technology berlin university of technology konigin-luise-str 22 d-14195 berlin 33 germany	technical university of berlin	1.0
2712	technical university, berlin, germany	technical university of berlin	1.0
2713	department of statistics, university of dortmund, d-44221 dortmund, germany	technical university of dortmund	1.0
2714	dept. of electronic engineering (isom), etsi telecommunication, universidad politea'cnica de madrid (upm), 28040 madrid, spain	technical university of madrid	1.0
2715	dept. of electronic engineering (isom), etsi telecommunication, universidad politea'cnica de madrid (upm), upm, 28040 madrid, spain	technical university of madrid	1.0
2716	dept. of electronic engineering (isom), etsi telecommunication, universidad polita(c)cnica de madrid (upm), 28040 madrid, spain	technical university of madrid	1.0
2717	department of materials science, universidad politecnica de madrid, spain	technical university of madrid	1.0
2718	technrcal unrversrty of nova scotra, hafrfax. canada	technical university of nova scotia	1.0
2719	department of food science and technology, technical university of nova seotia, halifax, nova seotia, canada	technical university of nova scotia	1.0
2720	department of phy- sics, technion--lsrael institute of technology, half a, israel	technion israel institute of technology	1.0
2721	department of physics, technion-lsrael institute of technology, haifa, israel	technion israel institute of technology	1.0
2722	department of phy- sics, technion--lsrael institute of technology, haifa, israel	technion israel institute of technology	1.0
2723	technion-lsrael institute of technology, haifa, israel dr j. a. ogilvy university college london, london, uk	technion israel institute of technology	1.0
2724	department of mathematics technion israel	technion israel institute of technology	1.0
2725	department of mathematics technion-- israel	technion israel institute of technology	1.0
2726	technion-is rael institute of technolog y, haifa, israel	technion israel institute of technology	1.0
2727	technion department of civil engineering and national building research institute technion city haifa 32000 israel	technion israel institute of technology	1.0
2728	department of mechanical engineering, technion--lsrael institute of technology, haifa 32000, israel	technion israel institute of technology	1.0
2729	department of mechanical engineering, technion--lsrael institute of technology, haifa 32000 (fax -972-48-343362) assistant to the	technion israel institute of technology	1.0
2730	"department of biotechnology and food engineering, technion aeur"" israel"	technion israel institute of technology	1.0
2731	department of biotechnology and food engineering, technion - israel	technion israel institute of technology	1.0
2732	"nuclear physics and institut fua""r kernphysik, nuclear astrophysics technische universitaa""t darmstadt, schlossgartenstr. 2 (theory center), d-64289 darmstadt, germany"	technische universitat darmstadt	1.0
2733	technische universita$?t ma 1/4 nchen, freising, germany	technische universitat munchen	1.0
2734	(physics of hadrons and nuclei), institut fur theoretische physik, physik department, technische universitat miinchen, james franck strabe, d-85748 garching, germany	technische universitat munchen	1.0
2735	(physics of hadrons and nuclei), institut fur theoretische physik, physik department, technische universitat miinchen, james franck strade, d-85748 garching, germany	technische universitat munchen	1.0
2736	pharmd, phd university of medical sciences tehran, iran chee-jen chang, phd chang gung university taoyuan, taiwan bruce crawford, mph, ma ims health kk tokyo, japan	tehran university of medical sciences	1.0
2737	phd texas a&m university college station, tx kathryn a. phillips, phd university of california, san francisco san francisco, ca, usa	texas a m health science center	1.0
2738	phd texas a & m international university, usa	texas a m international university	1.0
2739	texas a&m university, college station, tx, usa	texas a m university	1.0
2740	phd department of animal science, texas a&m university thomas h. welsh, jr, phd department of animal science, texas a&m university	texas a m university	1.0
2741	texas a & m university, usa	texas a m university	1.0
2742	dept. of psychology, trauma and stress studies center, university of houston, 3695 cullen boulevard, 126 heyne building, houston, texas, tx 77204-5502, usa	texas a m university	1.0
2743	institute of food science and engineering texas a&m university, usa	texas a m university	1.0
2744	institute of food science and engineering, texas a&m university, usa	texas a m university	1.0
2745	texas a & m university college station, tx, usa	texas a m university	1.0
2746	texas a & m university, college station, texas 77843, usa	texas a m university	1.0
2747	texas a&m university, department of wildlife and fisheries science, college station, tx 77843-2258, usa	texas a m university	1.0
2748	department of wildlife and fisheries science, texas a&m university, college station, tx 77843-2258, usa	texas a m university	1.0
2749	assistant professor, department of landscape architecture and urban planning texas a&m university, college station, tx 77843-3137, usa	texas a m university	1.0
2750	department of poultry science, texas a 8 m	texas a m university	1.0
2751	department of poultry science, texas a ~ m	texas a m university	1.0
2752	mathematics department texas teeh university lubbock, tx 79409-2013 usa	texas tech university	1.0
2753	catholic university of america, usa	the catholic university of america	1.0
2754	chinese university of kong kong chi-tang ho department of food science rutgers university, new brunswick, nj, usa	the chinese university of hong kong	1.0
2755	chinese university, hong kong david lei southern methodist university, usa	the chinese university of hong kong	1.0
2756	chinese university, hong kong doi10.1016/s1090-9516(05)00006-4	the chinese university of hong kong	1.0
2757	chinese university, hong kong	the chinese university of hong kong	1.0
2758	chinese university, hong kong doi10.1016/s1090-9516(05)00022-2	the chinese university of hong kong	1.0
2759	chinese university, hong kong doi10.1016/s1090-9516(04)00052-5	the chinese university of hong kong	1.0
2760	the robert s. boas center for genomics and human genetics, feinstein institute for medical research, northwell health, manhasset, ny, usa	the feinstein institute for medical research	1.0
2761	the robert s. boas center for genomics and human genetics, feinstein institute for medical research, north shore lij health system, manhasset, ny, usa	the feinstein institute for medical research	1.0
2762	heart research institute, newton, sydney, australia	the heart research institute	1.0
2763	nutraceutical and functional food research facility heart research institute paul o. collinson, st. george's hospital medical school, london, uk	the heart research institute	1.0
2764	the microsoft research centre for computational and systems biology, university of trento, piazza manci 17, trento, 38123, italy	the microsoft research university of trento centre for computational and systems biology	1.0
2765	the ohio state wexner medical center, columbus, oh	the ohio state university wexner medical center	1.0
2766	the ohio state university, columbus, ohio, usa	the ohio state university wexner medical center	1.0
2767	the ohio state university, columbus, oh james g. pfaus, concordia university, montra(c)al, qua(c)bec, canada	the ohio state university wexner medical center	1.0
2768	royal marsden nhs trust (great britain) christopher d.m. fletcher harvard medical school masaharu fukunaga jikey hospital, tokyo (japan	the royal marsden nhs foundation trust	1.0
2769	turing institute, george house, 36 north hanover street, glasgow g1 2ad, uk	the turing institute	1.0
2770	md sidney kimmel medical college of thomas jefferson university philadelphia, pa	thomas jefferson university hospital	1.0
2771	thomas jefferson university philadelphia, pa jens jordan	thomas jefferson university hospital	1.0
2772	department of radiology, tianjin first central hospital, tianjin, china	tianjin first center hospital	1.0
2773	tianjin medical university, china	tianjin medical university cancer institute and hospital	1.0
2774	tianjin polytechnic university, china	tianjin university of technology	1.0
2775	department of organic and polymeric materials tokyo institue of technology 2-12-1, s8-41 o-okayama, meguro-ku tokyo 152-8552, japan	tokyo institute of technology	1.0
2776	department of inorganic materials tokyo instilute of technology ookayama, meguro-ku tokyo, japan	tokyo institute of technology	1.0
2777	deparlmenl ol inorganic malenals tokyo inshlute of technology ookayama meguro ku tokyo japan	tokyo institute of technology	1.0
2778	tokyo institute of technotcgy tokyo, japan	tokyo institute of technology	1.0
2779	tokyo university of agrlcu/hr~~m.' technology, japan	tokyo university of agriculture and technology	1.0
2780	research & development manager department of health care education university of applied sciences turku, finland	turku university of applied sciences	1.0
2781	rn, phd professor of cancer care, university of ulster, uk	ulster university	1.0
2782	university of ulster, northern ireland, uk	ulster university	1.0
2783	university of ulster, northern ireland, bt48 7ja, uk	ulster university	1.0
2784	dean, faculty of life and health sciences, university of ulster, co. antrim, northern ireland	ulster university	1.0
2785	(u.s. environmental protection agency, nc, usa	united states environmental protection agency	1.0
2786	naval research laboratory, washington, dc 20375, usa	united states naval research laboratory	1.0
2787	u.s. naval research labora- tory washington dc, usa	united states naval research laboratory	1.0
2788	unitd'informatique universitcatholique de louvain place sainte-barbe 2 b-1348 louvain-la-neuve, belgium	universite catholique de louvain	1.0
2789	universita(c) catholique de louvain (cliniques universitaires st-luc), brussels, belgium	universite catholique de louvain	1.0
2790	universitcatholique de louvain, belgium	universite catholique de louvain	1.0
2791	case postale 6128, succursale a, universit$ de montreal, montreal, quebec h3c 3j7, canada	universite de montreal	1.0
2792	case postale 6128, succursale a, universit~ de montreal, montreal, quebec h3c 3j7, canada	universite de montreal	1.0
2793	universita(c) de namur, namur, belgium	universite de namur	1.0
2794	universite de sherbrook, qu&ec, canada	universite de sherbrooke	1.0
2795	d~partement de mathematiques universit~ du quebec b montrbal c.p. 8888, succursale centre ville montreal, quebec canada	universite du quebec	1.0
2796	d~partement de math~matiques universit~ du quebec & montre~al c.p. 8888, succursale centre vilte montr6al, quebec canada	universite du quebec	1.0
2797	universita(c) du quebec a montreal (uqam), canada	universite du quebec	1.0
2798	universite du quebec, chicoutimi, canada	universite du quebec a chicoutimi	1.0
2799	d~partement de math~matiques universit~ du quebec & montreal c.p. 8888, succursale centre ville montreal, quebec canada	universite du quebec a montreal	1.0
2800	d~partement de mathematlques universit~ du quebec & montreal c.p. 8888, succursate centre vjlle montreal, quebec canada	universite du quebec a montreal	1.0
2801	d~partement de mathematiques universit~ du quebec & montr6al c.p. 8888, succursale centre ville montreal, quebec canada	universite du quebec a montreal	1.0
2802	d~partement de mathematiques universite du quebec b montreal c.p. 8888, succursale centre ville montreal, quebec canada	universite du quebec a montreal	1.0
2803	d~partement de mathematiques universit~ du quebec b montrbal c.p. 8888, succursale centre ville montreal, quebec canada	universite du quebec a montreal	1.0
2804	d~partement de math~matiques universit~ du quebec & montre~al c.p. 8888, succursale centre vilte montr6al, quebec canada	universite du quebec a montreal	1.0
2805	universita(c) du quebec a montreal (uqam), canada	universite du quebec a montreal	1.0
2806	universita(c) du quebec a montreal (uqam), montreal, quebec, canada	universite du quebec a montreal	1.0
2807	universita(c) du qua(c)bec a montra(c)al, canada	universite du quebec a montreal	1.0
2808	"universita(c) du quebec a trois rivia""res, hydrogen research inst., trois rivieres, canada"	universite du quebec a trois rivieres	1.0
2809	"hydrogen research institute universita(c) du qua(c)bec a trois-rivia""res g9a 5h7, trois-rivia""res qua(c)bec, canada"	universite du quebec a trois rivieres	1.0
2810	universita(c) libre de bruxelles (ulb), brussels, belgium	universite libre de bruxelles	1.0
2811	european centre for advanced research in economics and statistics, universita(c) libre de bruxelles, belgium	universite libre de bruxelles	1.0
2812	service de physique statistique, cp 231, universit6 libre de bruxelles, campus plaine, blv. du triomphe, 1050 brussels, belgium	universite libre de bruxelles	1.0
2813	fecult6 des sciences, campus plsine, universitd libre de bruxelles, 1050 brussels, belgium	universite libre de bruxelles	1.0
2814	laboratoire de psychologie expimentale. universitlibre de bruxelles 117 av. adolphe buvl, b-1050 brussels, belgium	universite libre de bruxelles	1.0
2815	laboratoire de psychologie expdrimentale, universit# libre de braxelles, 117 av. adolphe buyl, b-los0 brussels, belgium	universite libre de bruxelles	1.0
2816	laboratoire de psychologie exp&imentale, universit~ libre de bruxelles, 117 av. adolphe buff, b-1050 brussels, belgium	universite libre de bruxelles	1.0
2817	universite paul cezanne, marseille, france	universite paul cezanne aix marseille iii	1.0
2818	department of physics state university of new york at albany 1400 washington avenue albany, new york 12222	university at albany suny	1.0
2819	state university of new york (suny) at albany andreas hirschi university of bern erik j. porfeli northeastern ohio university kristen m. shockley university of georgia	university at albany suny	1.0
2820	university at albany, usa	university at albany suny	1.0
2821	wadsworth center, new york state department of health and department of environmental health sciences, state university of new york at albany, new york, usa	university at albany suny	1.0
2822	state university of new york (suny) at albany, new york, ny, usa	university at albany suny	1.0
2823	rockefeller college of public affairs & policy, university of albany, state university of new york, 1400 washington avenue, albany, ny 12222, usa	university at albany suny	1.0
2824	state university of new york at buff	university at buffalo	1.0
2825	state university of new york at buffalo buffalo, ny kenneth a. jamerson university of michigan health system ann arbor, mi xavier jeunemaitre university paris-descartes paris, france	university at buffalo	1.0
2826	state university of new york at buffalo buffalo, ny kenneth a. jamerson university of michigan health system ann arbor, mi xavier jeunemaitre university paris-descartes paris, fr	university at buffalo	1.0
2827	m.d. school of medicine and biomedical sciences state university of new york at buffalo buffalo, new york france	university at buffalo	1.0
2828	department of environmental design and planning, state university of new york, buffalo. usa	university at buffalo	1.0
2829	state university of new york at buffalo center for regional studies school of architecture and environmental design hayes hall, 3435 main street, buffalo, ny 14214, usa	university at buffalo	1.0
2830	state university of new york at buffalo amherst, new york 14260 ralph m. braid wayne state university detroit, michigan 48202 sam bucovetsky york university ontario, canada	university at buffalo	1.0
2831	state university of new york at buffalo amherst, ny, usa	university at buffalo	1.0
2832	department of medicinal chemistry, school of pharmacy university of buffalo, buffalo 14, n.y., u.s.a.	university at buffalo	1.0
2833	center for theoretical biology and department of biophysics, state university of new york at buffalo, 4248 ridge lea road, amherst, n.y. 14226, u.s.a.	university at buffalo	1.0
2834	center for theoretical biology and department biophysics, state university of new york at buffalo, 4248 ridge lea road, amherst, n.y. 14226, u.s.a. of	university at buffalo	1.0
2835	state university of new york at buffalo, amherst, u.s.a.; w. m. elsasser, university of maryland, college park, u.s.a.; a. engstr, karolinska institutet, stockholm 60, sweden	university at buffalo	1.0
2836	state university of new york at buffalo, amherst, u.s.a.; w. m. elsasser, university of maryland, college park, u.s.a.; a. engstrom, karolinska institutet, stockholm 60, sweden	university at buffalo	1.0
2837	state university of new york at buffalo, amherst, u.s.a.; w. m. elsasser, university of maryland, college park, u.s.a.; a. engstrum, karolinska institutet, stockholm 60, sweden	university at buffalo	1.0
2838	state university of new york at buffalo. amherst, u.s.a.; w. m. elsasser, university of maryland, college park, u.s.a.; a. engstr6m, karolinska institutet, stockholm 60, sweden	university at buffalo	1.0
2839	department of medicinal chemistry, school of pharmacy, university of buffalo, buffalo 14, n.y., u.s.a.	university at buffalo	1.0
2840	center for theoretical biology and department of biophysics, state university of new york at buffalo, 4248 ridge lea road, amlierst, n.y. 14226, u.s.a.	university at buffalo	1.0
2841	department of medicinal chemistry, school of pharmacy, university of buffalo, buffalo 14, n.y., lj.s.a.	university at buffalo	1.0
2842	department of computer science and engineering, the state university of new york (suny) at buffalo, 201 bell hall, buffalo, ny 14260, usa	university at buffalo	1.0
2843	university college of cork, republic of ireland	university college cork	1.0
2844	tyndall national institute, university college, lee maltings, prospect row, cork, ireland	university college cork	1.0
2845	department of economics, uni versity college, london, uk	university college london	1.0
2846	department of clinical microbiology, university college hospital, grafton way, london wc1 e 6au	university college london	1.0
2847	department of clinical microbiology, university college hospital, grafton way, london wc1 e 6au honorary	university college london	1.0
2848	department of clinical microbiology, university college hospital, grafton way, london wc1e 6au honorary	university college london	1.0
2849	department of clinical microbiology, university college hospital, grafton way, london wcle 6au	university college london	1.0
2850	department of clinical microbiology, university college hospital, grafton way, london wc1e 6au	university college london	1.0
2851	department of anatomy, university college, gower street, london, u.k.	university college london	1.0
2852	university college ix)ndon, uk	university college london	1.0
2853	professor of medicine, university college london hospitals, university college london, uk, and university of amsterdam, amsterdam, the netherlands	university college london hospitals nhs foundation trust	1.0
2854	centre for transport studies, university college london, london, uk	university college of engineering	1.0
2855	rn, phd professor of cancer nursing, school of health sciences, southampton general hospital, southampton, uk	university hospital southampton nhs foundation trust	1.0
2856	university of southampton, bruce freeman university of pittsburgh, pittsburgh, pa, usa	university hospital southampton nhs foundation trust	1.0
2857	university of southampton, southampton, uk	university hospital southampton nhs foundation trust	1.0
2858	department of clinical microbiology, university hospital birm nhs foundation trust, queen elizabeth medica centre, edgbaston, birmingham b15 2tj	university hospitals birmingham nhs foundation trust	1.0
2859	department of clin microbiology, university hospital nhs foundation tr queen elizabeth m centre, edgbaston, birmingham b15 2t	university hospitals birmingham nhs foundation trust	1.0
2860	department of clinic microbiology, university hospital b nhs foundation trus queen elizabeth med centre, edgbaston, birmingham b15 2tj	university hospitals birmingham nhs foundation trust	1.0
2861	department of clinical microbiology, university hospital bir nhs foundation trust, queen elizabeth medic centre, edgbaston, birmingham b15 2tj	university hospitals birmingham nhs foundation trust	1.0
2862	department of clini microbiology, university hospital b nhs foundation trus queen elizabeth me centre, edgbaston, birmingham b15 2tj	university hospitals birmingham nhs foundation trust	1.0
2863	md uni v ersity hospitals of cle v eland, usa	university hospitals of cleveland	1.0
2864	leicester royal ini!rmary university hospital of leicester nhs trust leicester, uk	university hospitals of leicester nhs trust	1.0
2865	senior lecturer in anaesthesia and critical care, university of leicester j. g. hardman (	university hospitals of leicester nhs trust	1.0
2866	md department of neurosurgery university of freiburg freiburg, germany	university medical center freiburg	1.0
2867	the unversity of akron, usa	university of akron	1.0
2868	university of alabama at birm birmingham, al	university of alabama at birmingham	1.0
2869	the university of alabama, usa	university of alabama at birmingham	1.0
2870	md, phd university of alberta dept. of lab. medicine and pathology 8440-112 street edmonton, alberta, t6g2b7, canada	university of alberta hospital	1.0
2871	department of computer science, vu university, amsterdam, the netherlands	university of amsterdam	1.0
2872	school of mathematics, bath university, bath ba2 7ay. u.k.	university of bath	1.0
2873	school of mathematics. bath university, bath, ba2 7ay, england	university of bath	1.0
2874	bayreuth university, germany	university of bayreuth	1.0
2875	universitfit bayreuth, institut fiir materialwissenschaft (ima), lehrstuhl keramik und verbundwerkstoffe, postfach 3008, d-8580 bayreuth, federal republic of germany	university of bayreuth	1.0
2876	faculty of physics, univ. of belgrade. p.o. box 550. 11001 belgrade, serbia	university of belgrade	1.0
2877	faculty of physics, vniv. of belgrade, p.o. box 550, 11001 belgrade, serbia	university of belgrade	1.0
2878	bradford university bradford, great britain peter t. fitzroy monash university, business administration and marketing clayton, australia	university of bradford	1.0
2879	umverslty of bradford uk	university of bradford	1.0
2880	(uniuersity of bristol, bristol, u.k.) a. d. lees (imperial college at silwood purk, ascot, u.k.) m. locke (university' of w ontario, london, canada	university of bristol	1.0
2881	and r. de g. weevers, department of zoology, the university, bristol bs8 lug, u.k.	university of bristol	1.0
2882	and r. de g. weevers, department of zoology, the university, bristol bs8 iug, u.k.	university of bristol	1.0
2883	dept. of physics the university bristol 2, england universitde prover, 13397 marseille, cedex 4 france	university of bristol	1.0
2884	dept. of physics the university bristol 2, england r. kern universitde provence 13397 marseile, cedex 4 france	university of bristol	1.0
2885	dept. of physics the university bristol 2, england r. kern universitdeprovel 13397 marseille, cedex 4 france	university of bristol	1.0
2886	university of bristish columbia, canada	university of british columbia	1.0
2887	the university of british columbm, vancouver, british columbm, canada	university of british columbia	1.0
2888	dcparinicnt of animal science. univcrsi ofbrilish columbia. 248-2357 main hall, vancouvcr. b.c. v6t 2a2, canada	university of british columbia	1.0
2889	universidad de buenos aires, buenos aires city, argentina	university of buenos aires	1.0
2890	university of caen basse-normandie, france	university of caen lower normandy	1.0
2891	division of medical physiology. faculty of medicine. university of cal- ~ary. calgary. alberta. canada	university of calgary	1.0
2892	1998 university of cali[brnia, berkeley sue ann campbell, 1999 university of waterloo, ontario j. l. h. diaz, 2000 universidad de sevilla, spain	university of california berkeley	1.0
2893	environmental health sciences. university of california. usa	university of california berkeley	1.0
2894	university of california at berkeley, usa	university of california berkeley	1.0
2895	university of california at berkeley. usa	university of california berkeley	1.0
2896	university of california at berkeley, berkeley, ca, usa	university of california berkeley	1.0
2897	university of california at berkeley berkeley, ca, usa	university of california berkeley	1.0
2898	department of city and regional plannntq ljniveo,rty of california. berkeley ca, usa	university of california berkeley	1.0
2899	university of california at ber	university of california berkeley	1.0
2900	phd university of california @ berkeley berkeley, ca, usa	university of california berkeley	1.0
2901	department of chemistry, university of calitornia berkeley. berkeley. ca 94720, usa	university of california berkeley	1.0
2902	department of chemistry, university of c~difomia berkeley, berkeley, ca 94720, usa	university of california berkeley	1.0
2903	university of california at berkeley, california, u.s.a. a. saxena georgia	university of california berkeley	1.0
2904	graduate school of public policy, university of california, 2607 hearst avenue, berkeley, ca 94720, usa	university of california berkeley	1.0
2905	phd usda-ars-whnrc, university of california at davis, usa	university of california davis	1.0
2906	university of california	university of california davis	1.0
2907	university of california at davis davis, ca, usa	university of california davis	1.0
2908	university of california at davis davis, california 95616 david pines tel aviv university tel aviv, israel	university of california davis	1.0
2909	ph.d. ricardo uauy, m.d., ph.d. university of california at davis instituto de nutricio n inta davis, ca, usa	university of california davis	1.0
2910	uc davis school of medicine, university of california, one shields avenue, davis, ca 95616, usa	university of california davis	1.0
2911	universiry of california, davis davis, ca, usa	university of california davis	1.0
2912	meenakshisundaram university of california at irvine irvine, usa	university of california irvine	1.0
2913	university of california at irvine, usa	university of california irvine	1.0
2914	school of engineering, university of cali- fornia, irvine, california 92717, usa	university of california irvine	1.0
2915	university of california,los angeles los angeles,california 90024-1477 peter l. rous	university of california los angeles	1.0
2916	chief, division of hematology-oncology, department of medicine, ucla, los angeles, california 90024-1678, usa	university of california los angeles	1.0
2917	ucla los angeles, california	university of california los angeles	1.0
2918	university of california, usa	university of california los angeles	1.0
2919	m.d. university of califorina, los angeles los angeles, california	university of california los angeles	1.0
2920	university of california at los angeles (ucla), los angeles, ca, usa	university of california los angeles	1.0
2921	department of microbiology and immunology, center for health sciences, ucla school of medicine, los angeles, ca 90024, usa	university of california los angeles	1.0
2922	department of microbiology and immunology, center for health sciences, ucla school of medicine, los angeles, ca 90024 usa	university of california los angeles	1.0
2923	d.sc. ucla los angeles, california aubrey kagan, f.r.c.p., f.f.c.m. d.ph. laboratory for clinical stress research stockholm, sweden	university of california los angeles	1.0
2924	henry samueli school of engineering and applied science ucla los angeles ca 90095-1597, usa	university of california los angeles	1.0
2925	department of materials science and engineering, university of california at los angeles, los angeles, ca, usa	university of california los angeles	1.0
2926	department of computer science and engineering, university of california at riverside, riverside, ca 92521, usa	university of california riverside	1.0
2927	phd university of california @ riverside riverside, ca, usa	university of california riverside	1.0
2928	phd university of california @ riverside, riverside, ca, usa	university of california riverside	1.0
2929	u. california, riverside, usa	university of california riverside	1.0
2930	university california (san diego), la jolla, california, u.s.a.	university of california san diego	1.0
2931	university of california/san diego, 9500 gilman drive, la jolla, ca 92093-0310, u.s.a.	university of california san diego	1.0
2932	university o/ california (san diego), la jolla, california, u.s.a.	university of california san diego	1.0
2933	university of california (san dtegtsl, l,1 jolla. l'. liftyrn. ~i, i.;. 4	university of california san diego	1.0
2934	university of~california (san diego), la jolla, california, u.s.a.	university of california san diego	1.0
2935	unirersity of california (san diego), la jolla, ca 92093, u software	university of california san diego	1.0
2936	department of electrical & computer engineering m code 0407 university of california at san diego la jolla, ca 92093-0407, usa	university of california san diego	1.0
2937	department of electrical & computer engineering mall code 0407 university of california at san diego la jolla, ca 92093-0407, usa	university of california san diego	1.0
2938	university of california at san diego (ucsd), la jolla, california, usa	university of california san diego	1.0
2939	ill university ot' california san francisco, california ex officio david l. dunner university of washington seattle, washington	university of california san francisco	1.0
2940	phd university of california @ san francisco san francisco, ca, usa	university of california san francisco	1.0
2941	mechanical and environmental engineering building, university of c.alflbrnia, santa barbara, ca 93106, usa	university of california santa barbara	1.0
2942	jack baskin school of engineering, university of california at santa cruz, santa cruz, california, usa	university of california santa cruz	1.0
2943	judge institute of management, cambridge university, uk	university of cambridge	1.0
2944	judge institute of management, cambridge university, cambridge, uk	university of cambridge	1.0
2945	phd cambridge university, uk	university of cambridge	1.0
2946	pad cambridge university, uk	university of cambridge	1.0
2947	phd cambridge university , uk	university of cambridge	1.0
2948	]phd cambridge university, uk	university of cambridge	1.0
2949	eng~neemng department, trump~ngton street, unwers~ty of cambridge, cambridge c b2 1p z, england	university of cambridge	1.0
2950	engineering department, university o/cambridge, trumpington street, cambridge cb2 1pz, england	university of cambridge	1.0
2951	engineering department, trumpington street, university o[ cambridge, cambridge cb2 ipz, england	university of cambridge	1.0
2952	cambridge university, u.k. p. balk, delft university of technology, the netherlands	university of cambridge	1.0
2953	"departnwnt o["" chemistry, universio' of chicago, 5735 s. ellis avenue, chicago, il 6063z usa"	university of chicago	1.0
2954	ctr. for environmental genetics, university of cincinnati, cincinnati, usa	university of cincinnati academic health center	1.0
2955	cincinnati children's hospital medical center, cincinnati/university of cincinnati college of medicine, oh, usa	university of cincinnati academic health center	1.0
2956	cincinnati children's hospital medical center, cincinnati/university of cincinnati college of medicine, department of pediatrics, oh, usa	university of cincinnati academic health center	1.0
2957	phd childrenaeur(tm)s hospital medical center, cincinnati, usa	university of cincinnati academic health center	1.0
2958	phd children's hospital medical center, cincinnati, usa	university of cincinnati academic health center	1.0
2959	cologne university albertus, germany	university of cologne	1.0
2960	m.d. frauenklinik (ob gyn) university clinic of cologne cologne, germany	university of cologne	1.0
2961	professor of medicine and attending physician, department of internal medicine, university at cologne, kerpener strasse 62, 50937 cologne, germany	university of cologne	1.0
2962	university of colorado	university of colorado boulder	1.0
2963	university of colorado school of medicine denver, co, usa	university of colorado boulder	1.0
2964	phd university of colorado school of medicine, usa	university of colorado boulder	1.0
2965	university of colorado, colorado, boulder daniela buzova, university of valencia, spain	university of colorado boulder	1.0
2966	university of connecticut, farmington, ct, usa	university of connecticut health center	1.0
2967	university of connecticut, farm ington, ct, usa	university of connecticut health center	1.0
2968	center for composite materials and department of mechanical engmeering. llmversity of delaware, newark. delaware ly716, usa	university of delaware	1.0
2969	md frcpath professor and honorary consultant in pathology dundee university, uk	university of dundee	1.0
2970	university of easten finland, kuopio, finland	university of eastern finland	1.0
2971	lehrstuhl strungsmechanik, university erlangen nnberg, egerlandstr 13, d-8520 erlangen, germany	university of erlangen nuremberg	1.0
2972	university erlangen nurnberg nurnberg, germany	university of erlangen nuremberg	1.0
2973	"institute for pharmaceutical technology, university of erlangen-nu""rnberg, erlangen, germany"	university of erlangen nuremberg	1.0
2974	university of erlangen, germany	university of erlangen nuremberg	1.0
2975	camborne school of mines. un/versity of exeter, redruth. cornwall tr 15 3se, uk	university of exeter	1.0
2976	agricultural engineering department. fraz~er rogers hall, umvers~ty of flonda. gameswlle. florida 32611, usa	university of florida	1.0
2977	department of mechanical and aerospace engineering uni ver sity of florida gainesville, fl 32611-6250, usa	university of florida	1.0
2978	agricultural engineering department, institute of food and agricultural sciences, unive,sity of florida, gainesville, usa	university of florida	1.0
2979	university of florida, u.s.a	university of florida health	1.0
2980	university of florida, u.s.a.	university of florida health	1.0
2981	university of florida, college of medicine, department of aging and geriatrics, gainesville, fl 32611, u.s.a.	university of florida health	1.0
2982	geneva university, switzerland	university of geneva	1.0
2983	chemistry department, the university, glasgow g12 8qq, scotland (	university of glasgow	1.0
2984	chemistry department, the university, glasgow g12 800, scotland (	university of glasgow	1.0
2985	chemistry department, the university, glasgow g12bqq, uk	university of glasgow	1.0
2986	universiw of glasgow, uk	university of glasgow	1.0
2987	department of environmental biology, university ofguelph, guelph, ontario n16 2w1, canada	university of guelph	1.0
2988	university of hawaii, usa	university of hawaii at manoa	1.0
2989	university of hawaii at mapsnoa, honolulu, hawaii, usa	university of hawaii at manoa	1.0
2990	university of hawaii, honolulu, hi, usa	university of hawaii at manoa	1.0
2991	dept. of urban and regional planning, university of hawaiaeur(tm)i at manoa, 2424 me way, 107, honolulu, hi 96822, usa	university of hawaii at manoa	1.0
2992	mbbs, frcp, univ of hong kong, queen mary hosp, hong kong	university of hong kong	1.0
2993	umvers,ty of hong kong	university of hong kong	1.0
2994	university of honk kong, hong kong, china	university of hong kong	1.0
2995	department of chemistry, the university. hull hu6 7rx. uk	university of hull	1.0
2996	university of illinois, usa	university of illinois at chicago	1.0
2997	energy resources center university of illinois at chicaso box 4348. chicago. illinois 60680	university of illinois at chicago	1.0
2998	ene~lff remurces center uuiversity of illinois at chicago box 4348, chicago, illinois 60680	university of illinois at chicago	1.0
2999	university of illinois, champaign, il, united states	university of illinois at urbana champaign	1.0
3000	ph.d., university of illinois, champaign, illinois	university of illinois at urbana champaign	1.0
